"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"11:13:55:297","3684066381862","   0.105","   9.847"," 3912"," 3000"," 4300"," 4800","  23.065","   2.423","   0.673","  21.707","   2.280","   0.633"," 85","0"," 60"," 85","   0.877","   0.092","   0.026","  45.000","    0","    0"
"11:13:55:403","3684310674646","   0.211","  10.175"," 4338"," 3600"," 4500"," 4800","  35.194","   6.154","   1.710","  33.963","   5.881","   1.634"," 92","0"," 64"," 98","   0.886","   0.186","   0.052","  45.000","    0","    0"
"11:13:55:503","3684542021496","   0.311","  11.726"," 3980"," 3400"," 4500"," 4800","  28.819","   9.048","   2.513","  27.384","   8.631","   2.397"," 82","0"," 64"," 91","   0.962","   0.283","   0.079","  45.000","    0","    0"
"11:13:55:607","3684781579800","   0.415","   8.715"," 4278"," 3600"," 4400"," 4800","  28.933","  12.056","   3.349","  27.769","  11.518","   3.199"," 90","0"," 65"," 92","   0.751","   0.361","   0.100","  45.000","    0","    0"
"11:13:55:707","3685012701920","   0.516","  10.740"," 4410"," 3600"," 4600"," 4800","  39.264","  15.995","   4.443","  37.812","  15.311","   4.253"," 88","0"," 65","100","   0.860","   0.447","   0.124","  45.000","    0","    0"
"11:13:55:808","3685244827466","   0.617","   9.156"," 4072"," 3500"," 4600"," 4800","  26.575","  18.672","   5.187","  25.361","  17.866","   4.963"," 95","0"," 65"," 95","   1.001","   0.548","   0.152","  45.000","    0","    0"
"11:13:55:912","3685483566392","   0.720","   8.312"," 4186"," 3500"," 4500"," 4800","  27.445","  21.516","   5.977","  26.042","  20.565","   5.712"," 82","0"," 64","100","   0.865","   0.638","   0.177","  45.000","    0","    0"
"11:13:56:015","3685722204136","   0.824","   8.050"," 4243"," 3500"," 4600"," 4800","  28.729","  24.492","   6.803","  27.425","  23.405","   6.501","100","0"," 64","100","   0.853","   0.726","   0.202","  45.000","    0","    0"
"11:13:56:116","3685954952866","   0.925","   8.727"," 3935"," 3100"," 4600"," 4800","  24.152","  26.932","   7.481","  22.837","  25.712","   7.142"," 85","0"," 65","100","   0.875","   0.814","   0.226","  45.000","    0","    0"
"11:13:56:221","3686196052762","   1.029","   9.465"," 4423"," 3600"," 4600"," 4800","  36.402","  30.741","   8.539","  35.370","  29.413","   8.170"," 98","0"," 66"," 98","   0.807","   0.899","   0.250","  45.000","    0","    0"
"11:13:56:325","3686435303424","   1.133","   9.603"," 4440"," 3600"," 4600"," 4800","  38.668","  34.756","   9.654","  37.230","  33.279","   9.244","100","0"," 66","100","   0.884","   0.991","   0.275","  45.000","    0","    0"
"11:13:56:430","3686677892914","   1.238","   8.489"," 4285"," 3600"," 4600"," 4800","  30.061","  37.921","  10.534","  29.126","  36.346","  10.096"," 90","0"," 66","100","   0.713","   1.066","   0.296","  45.000","    0","    0"
"11:13:56:530","3686908812234","   1.339","  21.447"," 4159"," 3500"," 4600"," 4800","  59.248","  43.859","  12.183","  57.426","  42.102","  11.695"," 92","0"," 66","100","   1.018","   1.168","   0.324","  45.000","    0","    0"
"11:13:56:632","3687143119448","   1.440","  19.708"," 4169"," 3500"," 4400"," 4800","  55.347","  49.488","  13.747","  54.340","  47.628","  13.230","100","0"," 73","100","   0.979","   1.267","   0.352","  45.000","    0","    0"
"11:13:56:732","3687374266644","   1.541","  16.100"," 4082"," 3500"," 4500"," 4800","  42.869","  53.789","  14.941","  41.162","  51.758","  14.377","100","0"," 68","100","   1.163","   1.384","   0.384","  45.000","    0","    0"
"11:13:56:832","3687605121542","   1.641","  14.220"," 4094"," 3600"," 4500"," 4800","  38.624","  57.659","  16.016","  37.271","  55.492","  15.414"," 89","0"," 67","100","   1.008","   1.485","   0.412","  45.000","    0","    0"
"11:13:56:933","3687836526594","   1.741","  14.967"," 4278"," 3600"," 4500"," 4800","  47.107","  62.390","  17.331","  45.817","  60.094","  16.693"," 99","0"," 69","100","   0.972","   1.583","   0.440","  45.000","    0","    0"
"11:13:57:033","3688067501912","   1.842","  12.337"," 4289"," 3500"," 4500"," 4800","  42.677","  66.668","  18.519","  41.090","  64.213","  17.837"," 91","0"," 69","100","   1.000","   1.683","   0.467","  45.000","    0","    0"
"11:13:57:138","3688309763830","   1.947","   8.595"," 4423"," 3700"," 4500"," 4800","  35.615","  70.413","  19.559","  34.391","  67.829","  18.841","100","0"," 69","100","   0.884","   1.776","   0.493","  45.000","    0","    0"
"11:13:57:241","3688546071016","   2.049","  16.833"," 4298"," 3500"," 4500"," 4800","  53.655","  75.916","  21.088","  52.477","  73.211","  20.336","100","0"," 68","100","   1.190","   1.898","   0.527","  45.000","    0","    0"
"11:13:57:343","3688781510604","   2.152","  20.839"," 4037"," 3500"," 4500"," 4800","  51.324","  81.161","  22.545","  49.848","  78.305","  21.751"," 95","0"," 71","100","   1.482","   2.049","   0.569","  45.000","    0","    0"
"11:13:57:448","3689023859384","   2.257","  27.175"," 3911"," 3500"," 4300"," 4800","  57.932","  87.254","  24.237","  55.889","  84.184","  23.384"," 94","0"," 72","100","   1.310","   2.187","   0.608","  45.000","    0","    0"
"11:13:57:548","3689254964362","   2.357","  21.223"," 4009"," 3500"," 4400"," 4800","  49.907","  92.260","  25.628","  48.507","  89.049","  24.736","100","0"," 71","100","   1.400","   2.328","   0.647","  45.000","    0","    0"
"11:13:57:649","3689485935102","   2.457","  14.888"," 3941"," 3500"," 4500"," 4800","  35.211","  95.790","  26.608","  33.848","  92.443","  25.679","100","0"," 73","100","   0.939","   2.422","   0.673","  45.000","    0","    0"
"11:13:57:754","3689728205762","   2.562","  15.818"," 4203"," 3600"," 4500"," 4800","  44.952"," 100.517","  27.921","  43.670","  97.035","  26.954","100","0"," 71","100","   0.871","   2.513","   0.698","  45.000","    0","    0"
"11:13:57:857","3689965819378","   2.666","  17.242"," 4037"," 3500"," 4400"," 4800","  43.274"," 104.980","  29.161","  41.746"," 101.340","  28.150"," 93","0"," 71","100","   1.252","   2.642","   0.734","  45.000","    0","    0"
"11:13:57:962","3690208158434","   2.771","  14.814"," 4232"," 3500"," 4400"," 4800","  45.687"," 109.785","  30.496","  43.917"," 105.959","  29.433"," 97","0"," 71","100","   0.958","   2.743","   0.762","  45.000","    0","    0"
"11:13:58:065","3690445608100","   2.874","   9.465"," 4241"," 3600"," 4500"," 4800","  34.947"," 113.387","  31.496","  33.477"," 109.409","  30.392"," 95","0"," 70","100","   1.000","   2.846","   0.791","  45.000","    0","    0"
"11:13:58:170","3690687883444","   2.979","   8.121"," 4298"," 3800"," 4500"," 4800","  32.116"," 116.764","  32.434","  30.957"," 112.665","  31.296"," 96","0"," 70","100","   0.776","   2.928","   0.813","  45.000","    0","    0"
"11:13:58:274","3690925746578","   3.082","   6.494"," 4294"," 3400"," 4600"," 4667","  27.383"," 119.591","  33.220","  26.190"," 115.369","  32.047"," 91","0"," 69","100","   0.781","   3.008","   0.836","  45.000","    0","    0"
"11:13:58:378","3691166869490","   3.187","   7.002"," 3869"," 1200"," 4600"," 4272","  22.114"," 121.905","  33.863","  20.537"," 117.518","  32.644"," 71","0"," 64","100","   0.925","   3.105","   0.863","  45.000","    0","    0"
"11:13:58:479","3691398140374","   3.287","   3.715"," 2523"," 1200"," 3000"," 3756","   3.618"," 122.268","  33.963","   2.836"," 117.802","  32.723"," 67","0"," 63"," 73","   0.803","   3.186","   0.885","  45.000","    0","    0"

"Total Elapsed Time (sec) = 3.287192"
"Measured RDTSC Frequency (GHz) = 2.304"

"Cumulative Package Energy_0 (Joules) = 122.268494"
"Cumulative Package Energy_0 (mWh) = 33.963470"
"Average Package Power_0 (Watt) = 37.195418"

"Cumulative IA Energy_0 (Joules) = 117.802490"
"Cumulative IA Energy_0 (mWh) = 32.722914"
"Average Package IA_0 (Watt) = 35.836811"

"Cumulative DRAM Energy_0 (Joules) = 3.185791"
"Cumulative DRAM Energy_0 (mWh) = 0.884942"
"Average Package DRAM_0 (Watt) = 0.969153"
