"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"11:58:26:343","6123651731820","   0.100","   7.840"," 4272"," 3500"," 4400"," 4800","  26.764","   2.680","   0.745","  25.025","   2.506","   0.696"," 83","0"," 57"," 83","   0.788","   0.079","   0.022","  45.000","    0","    0"
"11:58:26:448","6123894159748","   0.205","   9.168"," 4316"," 3600"," 4500"," 4795","  31.573","   6.003","   1.667","  30.346","   5.699","   1.583"," 76","0"," 59"," 91","   0.792","   0.162","   0.045","  45.000","    0","    0"
"11:58:26:552","6124133519500","   0.309","   8.865"," 4394"," 3700"," 4500"," 4800","  33.103","   9.442","   2.623","  31.731","   8.996","   2.499"," 80","0"," 61"," 87","   0.800","   0.245","   0.068","  45.000","    0","    0"
"11:58:26:656","6124372301778","   0.413","   7.219"," 4434"," 3600"," 4600"," 4800","  28.528","  12.398","   3.444","  27.564","  11.852","   3.292"," 87","0"," 63"," 96","   0.665","   0.314","   0.087","  45.000","    0","    0"
"11:58:26:760","6124611900184","   0.517","   9.265"," 4317"," 1800"," 4600"," 4688","  32.788","  15.808","   4.391","  31.430","  15.121","   4.200"," 83","0"," 64"," 88","   0.848","   0.402","   0.112","  45.000","    0","    0"
"11:58:26:865","6124854468228","   0.622","   7.222"," 4196"," 3500"," 4600"," 4800","  26.865","  18.636","   5.177","  25.236","  17.778","   4.938"," 93","0"," 64"," 93","   0.831","   0.490","   0.136","  45.000","    0","    0"
"11:58:26:970","6125096636466","   0.727","   6.977"," 4434"," 3700"," 4600"," 4800","  29.349","  21.721","   6.034","  27.993","  20.720","   5.756"," 91","0"," 65"," 93","   0.859","   0.580","   0.161","  45.000","    0","    0"
"11:58:27:075","6125338820406","   0.832","   7.324"," 4506"," 4000"," 4600"," 4800","  31.524","  25.035","   6.954","  30.382","  23.914","   6.643"," 89","0"," 64"," 91","   0.672","   0.651","   0.181","  45.000","    0","    0"
"11:58:27:180","6125581052552","   0.938","  16.209"," 4211"," 3600"," 4600"," 4800","  48.031","  30.084","   8.357","  46.828","  28.837","   8.010"," 89","0"," 62"," 92","   0.844","   0.740","   0.205","  45.000","    0","    0"
"11:58:27:285","6125823312660","   1.043","  17.542"," 4291"," 3600"," 4600"," 4800","  53.027","  35.660","   9.906","  51.931","  34.297","   9.527"," 99","0"," 67"," 99","   0.887","   0.833","   0.231","  45.000","    0","    0"
"11:58:27:391","6126065552330","   1.148","  17.015"," 4203"," 3500"," 4500"," 4800","  49.370","  40.851","  11.347","  48.101","  39.355","  10.932"," 99","0"," 65","100","   1.068","   0.945","   0.263","  45.000","    0","    0"
