"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:05:49:110","15438040371584","   0.102","   7.737"," 4310"," 3500"," 4500"," 4794","  27.732","   2.829","   0.786","  26.362","   2.689","   0.747"," 89","0"," 60"," 89","   0.773","   0.079","   0.022","  45.000","    0","    0"
"13:05:49:215","15438282892726","   0.207","   8.997"," 4374"," 3500"," 4500"," 4795","  34.218","   6.431","   1.786","  33.113","   6.175","   1.715"," 80","0"," 62","100","   0.787","   0.162","   0.045","  45.000","  300","  333"
"13:05:49:320","15438525359770","   0.313","   8.728"," 4330"," 3500"," 4500"," 4795","  31.044","   9.698","   2.694","  29.701","   9.300","   2.583"," 86","0"," 63"," 93","   0.795","   0.245","   0.068","  45.000","    0","    0"
"13:05:49:424","15438763933626","   0.416","   7.424"," 4450"," 3800"," 4600"," 4800","  30.462","  12.852","   3.570","  29.169","  12.321","   3.422"," 93","0"," 65"," 94","   0.668","   0.315","   0.087","  45.000","    0","    0"
"13:05:49:525","15438995680316","   0.517","   9.009"," 4441"," 3700"," 4600"," 4800","  35.573","  16.430","   4.564","  34.285","  15.769","   4.380"," 88","0"," 65"," 96","   0.902","   0.405","   0.113","  45.000","    0","    0"
"13:05:49:630","15439238001332","   0.622","   7.099"," 4234"," 3400"," 4600"," 4796","  27.541","  19.327","   5.369","  25.942","  18.498","   5.138"," 98","0"," 66"," 99","   0.784","   0.488","   0.135","  45.000","    0","    0"
"13:05:49:735","15439480190496","   0.727","   7.053"," 4412"," 3700"," 4600"," 4800","  29.357","  22.413","   6.226","  28.007","  21.442","   5.956","100","0"," 65","100","   0.848","   0.577","   0.160","  45.000","    0","    0"
"13:05:49:840","15439722379700","   0.832","   7.364"," 4307"," 3800"," 4600"," 4800","  27.506","  25.304","   7.029","  26.338","  24.210","   6.725","100","0"," 65","100","   0.670","   0.647","   0.180","  45.000","    0","    0"
"13:05:49:940","15439953841580","   0.933","  16.531"," 4074"," 3500"," 4600"," 4800","  42.902","  29.614","   8.226","  42.038","  28.434","   7.898"," 86","0"," 63","100","   0.836","   0.731","   0.203","  45.000","    0","    0"
"13:05:50:041","15440185031834","   1.033","  17.610"," 4290"," 3600"," 4600"," 4797","  54.269","  35.060","   9.739","  52.579","  33.710","   9.364"," 89","0"," 68"," 98","   0.887","   0.820","   0.228","  45.000","    0","    0"
"13:05:50:141","15440416317560","   1.133","  17.061"," 4234"," 3600"," 4500"," 4800","  50.072","  40.086","  11.135","  48.962","  38.625","  10.729"," 93","0"," 67","100","   1.039","   0.925","   0.257","  45.000","    0","    0"
"13:05:50:242","15440647564236","   1.234","  16.537"," 4180"," 3500"," 4500"," 4800","  49.245","  45.029","  12.508","  47.351","  43.377","  12.049","100","0"," 67","100","   1.220","   1.047","   0.291","  45.000","    0","    0"
"13:05:50:342","15440878657884","   1.334","  15.994"," 4105"," 3500"," 4400"," 4797","  43.275","  49.369","  13.714","  42.074","  47.597","  13.221"," 91","0"," 66","100","   0.965","   1.144","   0.318","  45.000","    0","    0"
"13:05:50:445","15441116063358","   1.437","  11.712"," 4376"," 3900"," 4500"," 4800","  42.134","  53.711","  14.920","  40.813","  51.803","  14.390"," 93","0"," 69","100","   0.971","   1.244","   0.346","  45.000","    0","    0"
"13:05:50:545","15441347035088","   1.537","   9.178"," 4399"," 3500"," 4500"," 4795","  36.873","  57.407","  15.946","  35.433","  55.355","  15.376","100","0"," 67","100","   0.999","   1.344","   0.373","  45.000","    0","    0"
"13:05:50:645","15441578087182","   1.638","  11.233"," 4390"," 3700"," 4600"," 4800","  40.790","  61.498","  17.083","  39.851","  59.351","  16.486"," 94","0"," 66","100","   0.897","   1.434","   0.398","  45.000","    0","    0"
"13:05:50:746","15441808971862","   1.738","  14.283"," 4329"," 3600"," 4600"," 4800","  49.308","  66.439","  18.455","  47.389","  64.100","  17.806"," 98","0"," 70","100","   1.111","   1.545","   0.429","  45.000","    0","    0"
"13:05:50:847","15442041686164","   1.839","  14.883"," 4226"," 3500"," 4500"," 4800","  44.739","  70.958","  19.711","  43.311","  68.475","  19.021"," 89","0"," 68","100","   1.036","   1.650","   0.458","  45.000","    0","    0"
"13:05:50:952","15442283934364","   1.944","  14.387"," 4051"," 3500"," 4500"," 4800","  37.599","  74.911","  20.809","  36.282","  72.289","  20.080","100","0"," 69","100","   1.094","   1.765","   0.490","  45.000","    0","    0"
"13:05:51:055","15442522113726","   2.047","   7.884"," 4323"," 3500"," 4600"," 4800","  30.262","  78.039","  21.678","  29.139","  75.302","  20.917"," 99","0"," 67","100","   0.765","   1.844","   0.512","  45.000","    0","    0"
"13:05:51:160","15442764765496","   2.153","   9.443"," 4492"," 3500"," 4600"," 4800","  38.399","  82.084","  22.801","  37.214","  79.221","  22.006"," 90","0"," 69"," 99","   0.830","   1.932","   0.537","  45.000","    0","    0"
"13:05:51:265","15443004414428","   2.257","   7.943"," 4339"," 3500"," 4600"," 4609","  32.159","  85.429","  23.730","  30.583","  82.402","  22.889"," 78","0"," 68"," 96","   0.841","   2.019","   0.561","  45.000","    0","    0"
"13:05:51:365","15443235568620","   2.357","   8.282"," 3981"," 3100"," 4400"," 4527","  26.069","  88.044","  24.457","  24.561","  84.866","  23.574"," 81","0"," 66"," 82","   0.846","   2.104","   0.584","  45.000","    0","    0"
"13:05:51:465","15443466455104","   2.457","  10.091"," 4299"," 3600"," 4400"," 4792","  40.719","  92.125","  25.590","  39.575","  88.832","  24.676"," 86","0"," 67"," 87","   0.750","   2.179","   0.605","  45.000","    0","    0"
"13:05:51:565","15443697219918","   2.557","  10.476"," 4352"," 3700"," 4500"," 4798","  43.014","  96.433","  26.787","  41.785","  93.017","  25.838"," 88","0"," 68"," 99","   0.754","   2.255","   0.626","  45.000","    0","    0"
"13:05:51:666","15443928466578","   2.658","  10.103"," 4311"," 3600"," 4400"," 4792","  40.203"," 100.468","  27.908","  39.210","  96.953","  26.931"," 87","0"," 67","100","   0.732","   2.328","   0.647","  45.000","    0","    0"
"13:05:51:766","15444159181666","   2.758","   8.482"," 4365"," 3700"," 4500"," 4782","  39.152"," 104.388","  28.997","  37.454"," 100.703","  27.973"," 85","0"," 68"," 94","   0.712","   2.399","   0.667","  45.000","    0","    0"
"13:05:51:866","15444390122986","   2.858","   8.459"," 4384"," 3800"," 4500"," 4781","  38.755"," 108.273","  30.076","  37.611"," 104.473","  29.020"," 89","0"," 68"," 97","   0.702","   2.470","   0.686","  45.000","    0","    0"
"13:05:51:966","15444620893818","   2.958","   9.714"," 4358"," 3800"," 4500"," 4788","  41.780"," 112.458","  31.238","  40.682"," 108.548","  30.152"," 87","0"," 68","100","   0.726","   2.542","   0.706","  45.000","    0","    0"
"13:05:52:066","15444851668278","   3.058","   9.866"," 4222"," 3600"," 4500"," 4779","  39.047"," 116.369","  32.325","  37.747"," 112.328","  31.202"," 86","0"," 66"," 98","   0.714","   2.614","   0.726","  45.000","    0","    0"
"13:05:52:167","15445082616318","   3.159","   7.211"," 4395"," 3900"," 4500"," 4765","  35.296"," 119.907","  33.307","  34.100"," 115.747","  32.152"," 84","0"," 69"," 91","   0.680","   2.682","   0.745","  45.000","    0","    0"
"13:05:52:268","15445315720818","   3.260","   8.838"," 4341"," 3600"," 4500"," 4760","  39.399"," 123.893","  34.415","  37.893"," 119.580","  33.217"," 93","0"," 68","100","   0.721","   2.755","   0.765","  45.000","    0","    0"
"13:05:52:368","15445546380168","   3.360","   8.620"," 4325"," 3500"," 4500"," 4782","  38.433"," 127.741","  35.484","  37.027"," 123.287","  34.246"," 86","0"," 67"," 97","   0.802","   2.835","   0.788","  45.000","    0","    0"
"13:05:52:468","15445777295670","   3.460","  10.455"," 4312"," 3700"," 4500"," 4790","  42.130"," 131.963","  36.656","  40.907"," 127.387","  35.385"," 88","0"," 67","100","   0.736","   2.909","   0.808","  45.000","    0","    0"
"13:05:52:568","15446008621490","   3.560","   7.592"," 4397"," 3700"," 4500"," 4771","  36.439"," 135.622","  37.673","  35.287"," 130.930","  36.369"," 86","0"," 67"," 92","   0.683","   2.978","   0.827","  45.000","    0","    0"
"13:05:52:669","15446239458518","   3.661","   8.517"," 4325"," 3400"," 4500"," 4779","  37.379"," 139.367","  38.713","  35.899"," 134.527","  37.369"," 85","0"," 67"," 94","   0.706","   3.048","   0.847","  45.000","    0","    0"
"13:05:52:773","15446479497608","   3.765","   8.426"," 4357"," 3600"," 4500"," 4780","  37.317"," 143.254","  39.793","  36.114"," 138.289","  38.414"," 85","0"," 67"," 94","   0.707","   3.122","   0.867","  45.000","    0","    0"
"13:05:52:878","15446721909700","   3.870","   8.177"," 4384"," 3800"," 4500"," 4770","  37.742"," 147.225","  40.896","  36.555"," 142.135","  39.482"," 86","0"," 68"," 90","   0.716","   3.197","   0.888","  45.000","    0","    0"
"13:05:52:983","15446964240646","   3.975","   7.790"," 4413"," 3800"," 4500"," 4769","  36.874"," 151.104","  41.973","  35.669"," 145.887","  40.524"," 85","0"," 67","100","   0.682","   3.269","   0.908","  45.000","    0","    0"
"13:05:53:088","15447206509582","   4.080","   7.662"," 4428"," 3900"," 4500"," 4782","  36.782"," 154.971","  43.048","  35.589"," 149.629","  41.564"," 89","0"," 69","100","   0.683","   3.341","   0.928","  45.000","    0","    0"
