"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"11:27:33:531","5569445389246","   0.103","   9.499"," 4248"," 3500"," 4300"," 4800","  29.349","   3.015","   0.837","  27.772","   2.853","   0.792"," 84","0"," 62"," 86","   0.947","   0.097","   0.027","  45.000","    0","    0"
"11:27:33:637","5569688034886","   0.208","  10.285"," 4316"," 3400"," 4500"," 4796","  34.258","   6.622","   1.840","  33.147","   6.344","   1.762"," 78","0"," 65"," 92","   0.899","   0.192","   0.053","  45.000","    0","    0"
"11:27:33:737","5569919131516","   0.308","   9.862"," 4048"," 3000"," 4500"," 4739","  27.745","   9.405","   2.613","  26.130","   8.964","   2.490"," 99","0"," 65"," 99","   0.846","   0.277","   0.077","  45.000","    0","    0"
"11:27:33:838","5570151039402","   0.409","  10.867"," 4424"," 3300"," 4500"," 4800","  39.327","  13.364","   3.712","  38.421","  12.832","   3.564"," 87","0"," 67","100","   0.796","   0.357","   0.099","  45.000","    0","    0"
"11:27:33:938","5570381870604","   0.509","  11.028"," 4268"," 3500"," 4500"," 4741","  36.801","  17.051","   4.736","  35.111","  16.349","   4.541"," 82","0"," 67","100","   0.869","   0.444","   0.123","  45.000","    0","    0"
"11:27:34:041","5570620418898","   0.613","   8.487"," 3940"," 3500"," 4400"," 4772","  23.287","  19.462","   5.406","  22.087","  18.636","   5.177"," 94","0"," 66"," 95","   0.858","   0.533","   0.148","  45.000","    0","    0"
"11:27:34:146","5570862588326","   0.718","   8.141"," 4024"," 3300"," 4500"," 4800","  23.859","  21.970","   6.103","  22.627","  21.014","   5.837"," 89","0"," 66"," 98","   0.830","   0.620","   0.172","  45.000","    0","    0"
"11:27:34:251","5571103072512","   0.822","   7.778"," 4357"," 3500"," 4600"," 4800","  30.444","  25.147","   6.985","  29.012","  24.043","   6.678","100","0"," 68","100","   0.843","   0.708","   0.197","  45.000","    0","    0"
"11:27:34:352","5571336625130","   0.924","   8.334"," 4536"," 3700"," 4600"," 4800","  35.360","  28.732","   7.981","  34.228","  27.512","   7.642"," 99","0"," 69","100","   0.960","   0.805","   0.224","  45.000","    0","    0"
"11:27:34:453","5571567783558","   1.024","   9.547"," 4542"," 4000"," 4600"," 4800","  39.470","  32.692","   9.081","  38.305","  31.355","   8.710"," 96","0"," 69","100","   0.868","   0.893","   0.248","  45.000","    0","    0"
"11:27:34:558","5571810230236","   1.129","   9.365"," 4379"," 3500"," 4600"," 4800","  35.830","  36.462","  10.128","  34.246","  34.959","   9.711"," 99","0"," 68"," 99","   0.869","   0.984","   0.273","  45.000","    0","    0"
"11:27:34:658","5572041126960","   1.229","   8.729"," 4237"," 3800"," 4500"," 4800","  29.428","  39.411","  10.948","  28.274","  37.792","  10.498","100","0"," 68","100","   0.720","   1.056","   0.293","  45.000","    0","    0"
"11:27:34:758","5572272006252","   1.330","  21.983"," 4098"," 3600"," 4600"," 4800","  56.330","  45.056","  12.516","  55.157","  43.320","  12.033"," 89","0"," 67","100","   1.040","   1.160","   0.322","  45.000","    0","    0"
"11:27:34:862","5572510452448","   1.433","  21.218"," 3967"," 3300"," 4400"," 4800","  49.069","  50.134","  13.926","  47.987","  48.286","  13.413"," 93","0"," 67","100","   1.016","   1.265","   0.352","  45.000","    0","    0"
"11:27:34:962","5572741932192","   1.533","  13.283"," 4340"," 3500"," 4600"," 4800","  45.630","  54.719","  15.200","  44.063","  52.713","  14.642"," 92","0"," 70","100","   1.046","   1.370","   0.381","  45.000","    0","    0"
"11:27:35:063","5572973548562","   1.634","  18.134"," 4335"," 3600"," 4600"," 4800","  58.494","  60.599","  16.833","  57.389","  58.482","  16.245"," 98","0"," 71","100","   1.047","   1.476","   0.410","  45.000","    0","    0"
