"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"10:58:07:457","1500223291674","   0.100","   7.787"," 4258"," 3500"," 4400"," 4794","  25.934","   2.606","   0.724","  24.697","   2.482","   0.689"," 70","0"," 57"," 83","   0.756","   0.076","   0.021","  45.000","    0","    0"
"10:58:07:562","1500465840686","   0.206","  10.241"," 4226"," 3500"," 4400"," 4800","  33.021","   6.082","   1.689","  31.852","   5.835","   1.621"," 77","0"," 59"," 85","   0.851","   0.166","   0.046","  45.000","    0","    0"
"10:58:07:663","1500698165376","   0.307","   8.773"," 4034"," 1200"," 4400"," 4529","  25.549","   8.658","   2.405","  24.125","   8.267","   2.296"," 69","0"," 59"," 82","   0.813","   0.247","   0.069","  45.000","    0","    0"
"10:58:07:768","1500940324890","   0.412","   8.608"," 4218"," 3400"," 4600"," 4654","  27.106","  11.507","   3.196","  26.114","  11.012","   3.059"," 80","0"," 59"," 96","   0.828","   0.335","   0.093","  45.000","    0","    0"
"10:58:07:869","1501172358788","   0.512","   9.307"," 4450"," 3500"," 4600"," 4800","  35.811","  15.114","   4.198","  34.383","  14.475","   4.021"," 82","0"," 61"," 91","   0.794","   0.414","   0.115","  45.000","    0","    0"
"10:58:07:974","1501414878410","   0.618","   6.928"," 4281"," 3600"," 4600"," 4800","  26.293","  17.881","   4.967","  24.986","  17.105","   4.751"," 80","0"," 61"," 96","   0.798","   0.499","   0.138","  45.000","    0","    0"
"10:58:08:079","1501657047976","   0.723","   6.807"," 4201"," 3100"," 4600"," 4752","  23.738","  20.376","   5.660","  22.548","  19.475","   5.410"," 92","0"," 59"," 94","   0.798","   0.582","   0.162","  45.000","    0","    0"
"10:58:08:185","1501899274336","   0.828","   6.323"," 4492"," 3700"," 4600"," 4800","  29.799","  23.509","   6.530","  28.356","  22.456","   6.238"," 97","0"," 60","100","   0.769","   0.663","   0.184","  45.000","    0","    0"
"10:58:08:286","1502132264252","   0.929","   7.252"," 4344"," 3100"," 4600"," 4800","  28.890","  26.431","   7.342","  27.715","  25.258","   7.016"," 91","0"," 60","100","   0.776","   0.742","   0.206","  45.000","    0","    0"
"10:58:08:388","1502367549322","   1.031","  10.329"," 4285"," 3500"," 4600"," 4800","  35.250","  30.030","   8.342","  33.927","  28.723","   7.979"," 84","0"," 61"," 93","   0.885","   0.832","   0.231","  45.000","    0","    0"
