"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"11:45:22:066","4316675164910","   0.100","   7.809"," 4298"," 3500"," 4400"," 4800","  26.386","   2.648","   0.736","  24.786","   2.488","   0.691"," 79","0"," 50"," 79","   0.792","   0.080","   0.022","  45.000","    0","    0"
"11:45:22:171","4316918045096","   0.206","   9.280"," 4344"," 3600"," 4500"," 4800","  31.835","   6.004","   1.668","  30.747","   5.729","   1.591"," 68","0"," 54"," 86","   0.837","   0.168","   0.047","  45.000","    0","    0"
"11:45:22:271","4317149506498","   0.306","   8.153"," 4230"," 3000"," 4500"," 4611","  26.560","   8.673","   2.409","  25.079","   8.248","   2.291"," 75","0"," 53"," 80","   0.724","   0.241","   0.067","  45.000","    0","    0"
"11:45:22:372","4317380323930","   0.406","   7.454"," 4474"," 3500"," 4600"," 4800","  29.730","  11.651","   3.236","  28.657","  11.119","   3.089"," 82","0"," 54"," 91","   0.671","   0.308","   0.086","  45.000","    0","    0"
"11:45:22:472","4317611363356","   0.507","   9.852"," 4440"," 3700"," 4600"," 4800","  36.357","  15.297","   4.249","  35.162","  14.645","   4.068"," 80","0"," 55"," 88","   0.876","   0.396","   0.110","  45.000","    0","    0"
"11:45:22:576","4317850068828","   0.610","   8.117"," 4024"," 3500"," 4600"," 4800","  24.025","  17.786","   4.941","  22.222","  16.948","   4.708"," 87","0"," 53"," 87","   0.922","   0.491","   0.136","  45.000","    0","    0"
"11:45:22:679","4318087404622","   0.713","   7.224"," 4367"," 3600"," 4600"," 4800","  27.737","  20.643","   5.734","  26.356","  19.663","   5.462"," 85","0"," 54"," 87","   0.878","   0.582","   0.162","  45.000","    0","    0"
"11:45:22:779","4318318465006","   0.814","   7.406"," 4496"," 3900"," 4600"," 4800","  30.329","  23.685","   6.579","  29.228","  22.594","   6.276"," 80","0"," 56"," 90","   0.674","   0.649","   0.180","  45.000","    0","    0"
"11:45:22:879","4318549670404","   0.914","  13.693"," 4386"," 3700"," 4600"," 4797","  45.942","  28.295","   7.860","  45.120","  27.122","   7.534"," 79","0"," 56"," 90","   0.788","   0.728","   0.202","  45.000","    0","    0"
"11:45:22:980","4318782594330","   1.015","  17.587"," 4361"," 3700"," 4600"," 4800","  55.538","  33.910","   9.419","  54.152","  32.596","   9.054"," 88","0"," 59"," 90","   0.858","   0.815","   0.226","  45.000","    0","    0"
"11:45:23:081","4319013977322","   1.115","  15.753"," 4351"," 3900"," 4500"," 4800","  50.944","  39.026","  10.841","  49.499","  37.567","  10.435"," 83","0"," 59"," 94","   1.005","   0.916","   0.254","  45.000","    0","    0"
"11:45:23:181","4319246037682","   1.216","  15.898"," 4275"," 3700"," 4500"," 4800","  46.829","  43.742","  12.151","  45.675","  42.168","  11.713"," 92","0"," 59"," 92","   1.080","   1.025","   0.285","  45.000","    0","    0"
"11:45:23:282","4319478370664","   1.317","  15.487"," 4323"," 3800"," 4500"," 4800","  48.817","  48.665","  13.518","  47.555","  46.963","  13.045"," 87","0"," 59"," 96","   0.929","   1.119","   0.311","  45.000","    0","    0"
"11:45:23:387","4319720646292","   1.422","  11.518"," 4454"," 3700"," 4600"," 4800","  44.129","  53.305","  14.807","  42.743","  51.458","  14.294"," 93","0"," 58","100","   0.972","   1.221","   0.339","  45.000","    0","    0"
"11:45:23:492","4319961702948","   1.527","   8.493"," 4517"," 3700"," 4600"," 4800","  36.426","  57.116","  15.866","  35.279","  55.149","  15.319"," 92","0"," 60"," 98","   0.878","   1.313","   0.365","  45.000","    0","    0"
"11:45:23:594","4320195829378","   1.628","  11.930"," 4525"," 4100"," 4600"," 4800","  47.268","  61.920","  17.200","  45.615","  59.784","  16.607","100","0"," 62","100","   0.921","   1.406","   0.391","  45.000","    0","    0"
