"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:29:40:397","18735759461170","   0.100","   7.814"," 4264"," 3500"," 4400"," 4800","  26.917","   2.695","   0.749","  25.679","   2.571","   0.714"," 96","0"," 60"," 96","   0.773","   0.077","   0.021","  45.000","    0","    0"
"13:29:40:502","18736000954072","   0.205","   8.697"," 4307"," 3600"," 4500"," 4798","  30.997","   5.944","   1.651","  29.674","   5.682","   1.578"," 86","0"," 63"," 96","   0.788","   0.160","   0.044","  45.000","    0","    0"
"13:29:40:606","18736240131874","   0.309","   7.993"," 4392"," 3500"," 4500"," 4746","  29.951","   9.054","   2.515","  28.582","   8.649","   2.402"," 85","0"," 64"," 86","   0.761","   0.239","   0.066","  45.000","    0","    0"
"13:29:40:706","18736471139132","   0.409","   9.073"," 4348"," 3500"," 4600"," 4800","  32.114","  12.273","   3.409","  30.910","  11.748","   3.263"," 80","0"," 65"," 89","   0.735","   0.313","   0.087","  45.000","    0","    0"
"13:29:40:806","18736702470300","   0.509","  10.958"," 4151"," 3500"," 4600"," 4800","  34.607","  15.748","   4.374","  33.449","  15.106","   4.196"," 79","0"," 64","100","   0.855","   0.398","   0.111","  45.000","    0","    0"
"13:29:40:907","18736933849212","   0.610","   7.791"," 4057"," 3400"," 4300"," 4796","  24.393","  18.198","   5.055","  22.645","  17.380","   4.828"," 92","0"," 64"," 93","   0.923","   0.491","   0.136","  45.000","    0","    0"
"13:29:41:007","18737165024634","   0.710","   6.929"," 4139"," 3500"," 4600"," 4800","  23.558","  20.561","   5.712","  22.411","  19.629","   5.453"," 90","0"," 62"," 93","   0.813","   0.573","   0.159","  45.000","    0","    0"
"13:29:41:112","18737407219014","   0.815","   7.467"," 4499"," 3900"," 4600"," 4794","  32.256","  23.952","   6.653","  30.984","  22.886","   6.357"," 76","0"," 65","100","   0.736","   0.650","   0.181","  45.000","    0","    0"
"13:29:41:212","18737638028578","   0.915","  11.969"," 4242"," 3600"," 4600"," 4800","  38.705","  27.830","   7.730","  37.824","  26.675","   7.410"," 85","0"," 67"," 95","   0.725","   0.723","   0.201","  45.000","    0","    0"
"13:29:41:318","18737880255536","   1.021","  18.620"," 4314"," 3200"," 4600"," 4800","  58.188","  33.947","   9.430","  56.792","  32.646","   9.068"," 98","0"," 69"," 98","   0.888","   0.816","   0.227","  45.000","    0","    0"
"13:29:41:423","18738121971138","   1.126","  15.002"," 4338"," 3700"," 4500"," 4800","  49.447","  39.135","  10.871","  48.166","  37.699","  10.472","100","0"," 71","100","   0.967","   0.917","   0.255","  45.000","    0","    0"
"13:29:41:523","18738353201466","   1.226","  19.025"," 4076"," 3500"," 4500"," 4800","  48.859","  44.038","  12.233","  46.831","  42.399","  11.778"," 98","0"," 69","100","   1.296","   1.048","   0.291","  45.000","    0","    0"
"13:29:41:623","18738584850248","   1.326","  16.480"," 4238"," 3600"," 4500"," 4800","  48.527","  48.917","  13.588","  47.404","  47.165","  13.101"," 90","0"," 70","100","   0.977","   1.146","   0.318","  45.000","    0","    0"
"13:29:41:729","18738827294348","   1.432","  11.404"," 4438"," 3800"," 4500"," 4800","  43.599","  53.505","  14.862","  42.309","  51.617","  14.338","100","0"," 69","100","   0.933","   1.244","   0.346","  45.000","    0","    0"
"13:29:41:829","18739058168792","   1.532","   9.209"," 4336"," 3600"," 4500"," 4800","  34.974","  57.009","  15.836","  33.232","  54.947","  15.263","100","0"," 67","100","   1.012","   1.345","   0.374","  45.000","    0","    0"
"13:29:41:934","18739300459222","   1.637","  10.868"," 4467"," 3700"," 4600"," 4800","  42.836","  61.514","  17.087","  41.740","  59.337","  16.482","100","0"," 68","100","   0.867","   1.437","   0.399","  45.000","    0","    0"
"13:29:42:034","18739531537660","   1.737","  14.161"," 4317"," 3600"," 4600"," 4797","  47.892","  66.317","  18.422","  46.625","  64.013","  17.781"," 97","0"," 67","100","   1.085","   1.545","   0.429","  45.000","    0","    0"
"13:29:42:139","18739772857816","   1.842","  14.015"," 4310"," 3500"," 4600"," 4800","  47.885","  71.333","  19.815","  46.257","  68.858","  19.127","100","0"," 69","100","   0.996","   1.650","   0.458","  45.000","    0","    0"
"13:29:42:240","18740004678706","   1.943","  14.724"," 4113"," 3500"," 4500"," 4800","  40.685","  75.427","  20.952","  39.291","  72.811","  20.225"," 84","0"," 68","100","   1.150","   1.765","   0.490","  45.000","    0","    0"
"13:29:42:340","18740235653158","   2.043","   8.552"," 4039"," 3100"," 4600"," 4800","  26.734","  78.107","  21.696","  25.342","  75.352","  20.931"," 97","0"," 66"," 97","   0.813","   1.847","   0.513","  45.000","    0","    0"
"13:29:42:445","18740478105048","   2.148","   9.489"," 4496"," 3500"," 4600"," 4800","  40.108","  82.327","  22.869","  38.963","  79.452","  22.070"," 92","0"," 68","100","   0.818","   1.933","   0.537","  45.000","    0","    0"
"13:29:42:548","18740714438342","   2.251","   7.548"," 4484"," 1900"," 4600"," 4774","  33.740","  85.788","  23.830","  32.318","  82.767","  22.991"," 90","0"," 67"," 97","   0.794","   2.014","   0.560","  45.000","    0","    0"
"13:29:42:648","18740945630560","   2.351","   7.443"," 3023"," 1900"," 4400"," 3199","  13.144","  87.107","  24.196","  11.882","  83.959","  23.322"," 78","0"," 65"," 84","   0.771","   2.092","   0.581","  45.000","    0","    0"
"13:29:42:750","18741180108540","   2.453","   9.523"," 4314"," 2600"," 4500"," 4769","  39.760","  91.153","  25.320","  38.297","  87.857","  24.405"," 89","0"," 66"," 94","   0.790","   2.172","   0.603","  45.000","    0","    0"
"13:29:42:855","18741422384426","   2.558","   9.257"," 4337"," 2900"," 4500"," 4793","  40.382","  95.400","  26.500","  39.224","  91.981","  25.550"," 87","0"," 68","100","   0.703","   2.246","   0.624","  45.000","    0","    0"
"13:29:42:956","18741654629318","   2.659","  10.869"," 4260"," 2700"," 4500"," 4785","  42.504","  99.684","  27.690","  41.166","  96.131","  26.703"," 92","0"," 66"," 99","   0.742","   2.321","   0.645","  45.000","    0","    0"
"13:29:43:061","18741896963110","   2.764","   8.373"," 4343"," 2200"," 4400"," 4781","  36.853"," 103.560","  28.767","  35.714","  99.887","  27.746"," 86","0"," 68"," 91","   0.704","   2.395","   0.665","  45.000","    0","    0"
"13:29:43:166","18742139245068","   2.869","   8.594"," 4354"," 2500"," 4500"," 4766","  38.753"," 107.636","  29.899","  37.526"," 103.833","  28.843"," 86","0"," 68"," 98","   0.701","   2.469","   0.686","  45.000","    0","    0"
"13:29:43:271","18742381521092","   2.974","   9.526"," 4345"," 2100"," 4500"," 4760","  40.490"," 111.893","  31.081","  39.220"," 107.958","  29.988"," 96","0"," 67","100","   0.731","   2.546","   0.707","  45.000","    0","    0"
"13:29:43:376","18742623776866","   3.079","  10.148"," 4233"," 1900"," 4500"," 4778","  40.182"," 116.118","  32.255","  39.022"," 112.061","  31.128"," 86","0"," 67","100","   0.729","   2.622","   0.728","  45.000","    0","    0"
"13:29:43:482","18742866039428","   3.185","   7.404"," 4370"," 3700"," 4500"," 4773","  34.408"," 119.736","  33.260","  33.230"," 115.555","  32.099"," 84","0"," 69"," 91","   0.675","   2.693","   0.748","  45.000","    0","    0"
"13:29:43:587","18743108317364","   3.290","   8.647"," 4360"," 2100"," 4500"," 4765","  38.593"," 123.794","  34.387","  37.299"," 119.477","  33.188"," 86","0"," 68"," 96","   0.706","   2.768","   0.769","  45.000","    0","    0"
