"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:28:14:294","18537378733946","   0.103","   7.750"," 4295"," 3600"," 4500"," 4800","  27.515","   2.836","   0.788","  26.118","   2.692","   0.748"," 93","0"," 60"," 94","   0.785","   0.081","   0.022","  45.000","    0","    0"
"13:28:14:399","18537621917662","   0.209","   9.152"," 4371"," 3600"," 4500"," 4800","  34.343","   6.460","   1.795","  32.955","   6.170","   1.714"," 77","0"," 62"," 96","   0.812","   0.167","   0.046","  45.000","  350","  333"
"13:28:14:500","18537853364432","   0.309","   7.786"," 4471"," 3700"," 4500"," 4800","  31.587","   9.634","   2.676","  30.402","   9.224","   2.562"," 97","0"," 66"," 97","   0.735","   0.241","   0.067","  45.000","    0","    0"
"13:28:14:600","18538084473292","   0.409","   8.304"," 4463"," 3600"," 4600"," 4800","  33.376","  12.981","   3.606","  32.321","  12.466","   3.463"," 87","0"," 64","100","   0.723","   0.313","   0.087","  45.000","    0","    0"
"13:28:14:700","18538315495036","   0.510","  10.532"," 4321"," 3500"," 4600"," 4800","  38.220","  16.814","   4.670","  36.495","  16.125","   4.479"," 96","0"," 65","100","   0.908","   0.404","   0.112","  45.000","    0","    0"
"13:28:14:805","18538556864322","   0.614","   7.598"," 4100"," 3500"," 4400"," 4800","  24.363","  19.366","   5.379","  23.067","  18.542","   5.151"," 88","0"," 64"," 96","   0.862","   0.494","   0.137","  45.000","    0","    0"
"13:28:14:906","18538790094634","   0.716","   7.056"," 4348"," 3800"," 4600"," 4800","  27.670","  22.167","   6.157","  26.112","  21.185","   5.885"," 83","0"," 66"," 89","   0.889","   0.584","   0.162","  45.000","    0","    0"
"13:28:15:012","18539032528512","   0.821","   7.317"," 4507"," 3900"," 4600"," 4800","  32.391","  25.575","   7.104","  31.260","  24.474","   6.798","100","0"," 66","100","   0.669","   0.655","   0.182","  45.000","    0","    0"
"13:28:15:114","18539267549002","   0.923","  14.361"," 4078"," 3500"," 4600"," 4800","  38.613","  29.514","   8.198","  37.394","  28.289","   7.858"," 87","0"," 65","100","   0.803","   0.737","   0.205","  45.000","    0","    0"
"13:28:15:214","18539499443944","   1.024","  17.732"," 4297"," 3600"," 4600"," 4779","  55.311","  35.081","   9.745","  53.936","  33.717","   9.366"," 92","0"," 69","100","   0.859","   0.823","   0.229","  45.000","    0","    0"
