"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:16:52:976","16967570242678","   0.105","   7.858"," 4248"," 3400"," 4400"," 4800","  26.110","   2.740","   0.761","  24.723","   2.594","   0.721"," 81","0"," 57"," 84","   0.778","   0.082","   0.023","  45.000","    0","    0"
"13:16:53:081","16967810554834","   0.209","   9.302"," 4156"," 1900"," 4400"," 4574","  28.614","   5.725","   1.590","  27.349","   5.447","   1.513"," 69","0"," 58"," 88","   0.795","   0.165","   0.046","  45.000","    0","    0"
"13:16:53:181","16968041511142","   0.309","  10.225"," 4276"," 3200"," 4400"," 4767","  32.724","   9.005","   2.501","  31.393","   8.594","   2.387"," 84","0"," 58"," 84","   0.875","   0.252","   0.070","  45.000","    0","    0"
"13:16:53:286","16968283873466","   0.415","   6.959"," 4379"," 3700"," 4400"," 4800","  26.208","  11.762","   3.267","  24.872","  11.210","   3.114"," 82","0"," 63"," 84","   0.651","   0.321","   0.089","  45.000","    0","    0"
"13:16:53:386","16968514654566","   0.515","   9.330"," 4454"," 3700"," 4600"," 4796","  35.962","  15.364","   4.268","  34.794","  14.695","   4.082"," 78","0"," 62"," 89","   0.824","   0.403","   0.112","  45.000","  300","  333"
"13:16:53:487","16968746232726","   0.615","   7.403"," 4194"," 3500"," 4600"," 4800","  26.581","  18.036","   5.010","  25.175","  17.226","   4.785"," 93","0"," 60"," 93","   0.854","   0.489","   0.136","  45.000","    0","    0"
"13:16:53:588","16968979760864","   0.717","   7.263"," 4131"," 3600"," 4500"," 4800","  23.856","  20.454","   5.682","  22.524","  19.509","   5.419"," 79","0"," 62"," 93","   0.880","   0.578","   0.161","  45.000","    0","    0"
"13:16:53:688","16969210633944","   0.817","   7.386"," 4461"," 3700"," 4500"," 4800","  30.332","  23.493","   6.526","  28.979","  22.413","   6.226"," 88","0"," 62"," 89","   0.674","   0.646","   0.179","  45.000","    0","    0"
"13:16:53:789","16969442959312","   0.918","  12.958"," 4293"," 3600"," 4600"," 4800","  43.369","  27.866","   7.741","  42.101","  26.658","   7.405"," 80","0"," 62"," 97","   0.768","   0.723","   0.201","  45.000","    0","    0"
"13:16:53:891","16969677758262","   1.020","  18.654"," 4267"," 3500"," 4400"," 4800","  55.222","  33.494","   9.304","  53.974","  32.158","   8.933"," 97","0"," 64","100","   0.859","   0.811","   0.225","  45.000","    0","    0"
