"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"12:27:37:460","10158171312896","   0.103","  14.579"," 4049"," 3500"," 4300"," 4799","  35.768","   3.698","   1.027","  34.498","   3.567","   0.991"," 82","0"," 59"," 92","   0.924","   0.096","   0.027","  45.000","    0","    0"
"12:27:37:565","10158413109930","   0.208","  17.045"," 4014"," 3400"," 4300"," 4800","  42.821","   8.192","   2.276","  41.676","   7.941","   2.206"," 93","0"," 62"," 94","   0.789","   0.178","   0.050","  45.000","    0","    0"
"12:27:37:665","10158643990692","   0.309","  13.469"," 4144"," 3000"," 4300"," 4761","  37.362","  11.936","   3.316","  35.974","  11.546","   3.207"," 80","0"," 63","100","   0.910","   0.270","   0.075","  45.000","    0","    0"
"12:27:37:769","10158885095136","   0.413","   9.034"," 4277"," 3700"," 4300"," 4795","  29.439","  15.017","   4.171","  27.986","  14.474","   4.021"," 83","0"," 65"," 90","   0.685","   0.341","   0.095","  45.000","    0","    0"
"12:27:37:870","10159116183374","   0.513","   9.913"," 4359"," 3700"," 4600"," 4800","  33.692","  18.396","   5.110","  32.622","  17.746","   4.929","100","0"," 64","100","   0.731","   0.415","   0.115","  45.000","    0","    0"
"12:27:37:975","10159358712886","   0.619","  10.612"," 4306"," 3600"," 4600"," 4800","  37.936","  22.389","   6.219","  36.270","  21.564","   5.990"," 90","0"," 65","100","   1.056","   0.526","   0.146","  45.000","    0","    0"
"12:27:38:075","10159589433252","   0.719","   6.860"," 4285"," 3600"," 4500"," 4800","  26.122","  25.005","   6.946","  24.986","  24.066","   6.685"," 92","0"," 66"," 95","   0.777","   0.604","   0.168","  45.000","    0","    0"
"12:27:38:176","10159822946532","   0.820","   7.868"," 4281"," 3500"," 4500"," 4646","  28.953","  27.940","   7.761","  27.356","  26.839","   7.455"," 99","0"," 65"," 99","   0.788","   0.683","   0.190","  45.000","    0","    0"
"12:27:38:278","10160057225300","   0.922","   9.944"," 4328"," 3600"," 4600"," 4800","  35.256","  31.525","   8.757","  33.899","  30.286","   8.413"," 83","0"," 65","100","   0.700","   0.755","   0.210","  45.000","    0","    0"
"12:27:38:378","10160288296042","   1.022","  17.185"," 4311"," 3600"," 4600"," 4800","  54.039","  36.944","  10.262","  53.055","  35.607","   9.891"," 96","0"," 68","100","   0.848","   0.840","   0.233","  45.000","    0","    0"
"12:27:38:484","10160530590434","   1.127","  17.827"," 4071"," 3300"," 4500"," 4800","  46.938","  41.880","  11.633","  45.487","  40.390","  11.219"," 90","0"," 66","100","   0.994","   0.944","   0.262","  45.000","    0","    0"
"12:27:38:584","10160762398150","   1.228","  17.871"," 3952"," 3100"," 4500"," 4800","  42.685","  46.175","  12.826","  40.937","  44.509","  12.364","100","0"," 65","100","   1.217","   1.067","   0.296","  45.000","    0","    0"
"12:27:38:685","10160995362534","   1.329","  16.832"," 4222"," 3600"," 4500"," 4800","  49.247","  51.154","  14.210","  48.030","  49.365","  13.713"," 96","0"," 67","100","   1.009","   1.169","   0.325","  45.000","    0","    0"
"12:27:38:786","10161227708514","   1.430","  12.993"," 4401"," 3600"," 4600"," 4800","  46.810","  55.875","  15.521","  45.779","  53.982","  14.995","100","0"," 69","100","   0.938","   1.263","   0.351","  45.000","    0","    0"
"12:27:38:890","10161467606332","   1.534","  10.601"," 4310"," 3500"," 4600"," 4800","  39.118","  59.948","  16.652","  37.164","  57.852","  16.070","100","0"," 67","100","   1.087","   1.376","   0.382","  45.000","    0","    0"
"12:27:38:991","10161699004282","   1.635","   9.133"," 4380"," 3600"," 4500"," 4795","  35.064","  63.470","  17.630","  33.917","  61.258","  17.016"," 92","0"," 66","100","   0.892","   1.466","   0.407","  45.000","    0","    0"
"12:27:39:091","10161929763978","   1.735","  13.790"," 4348"," 3700"," 4500"," 4800","  47.518","  68.229","  18.952","  46.422","  65.907","  18.308","100","0"," 67","100","   0.960","   1.562","   0.434","  45.000","    0","    0"
"12:27:39:196","10162172064524","   1.840","  13.391"," 4253"," 3400"," 4500"," 4800","  43.735","  72.828","  20.230","  41.862","  70.310","  19.531"," 98","0"," 66","100","   1.120","   1.680","   0.467","  45.000","    0","    0"
"12:27:39:301","10162414301282","   1.945","  16.161"," 3994"," 3500"," 4500"," 4800","  39.816","  77.015","  21.393","  38.463","  74.354","  20.654"," 93","0"," 65","100","   1.049","   1.790","   0.497","  45.000","    0","    0"
"12:27:39:401","10162645261158","   2.045","  11.497"," 3916"," 3400"," 4500"," 4800","  28.694","  79.891","  22.192","  27.450","  77.105","  21.418"," 98","0"," 66","100","   0.986","   1.889","   0.525","  45.000","    0","    0"
"12:27:39:506","10162885378502","   2.149","   8.878"," 4294"," 3700"," 4600"," 4800","  31.575","  83.182","  23.106","  30.452","  80.279","  22.300","100","0"," 66","100","   0.763","   1.969","   0.547","  45.000","    0","    0"
"12:27:39:606","10163116646678","   2.250","   7.874"," 4482"," 3900"," 4600"," 4800","  33.624","  86.557","  24.044","  32.495","  83.541","  23.206"," 96","0"," 69","100","   0.728","   2.042","   0.567","  45.000","    0","    0"
"12:27:39:706","10163347396730","   2.350","   7.625"," 4318"," 3500"," 4600"," 4632","  30.756","  89.637","  24.899","  29.004","  86.446","  24.013"," 76","0"," 66"," 96","   0.873","   2.129","   0.591","  45.000","    0","    0"
"12:27:39:806","10163578278650","   2.450","   8.939"," 4268"," 3600"," 4500"," 4764","  36.649","  93.310","  25.919","  35.280","  89.981","  24.995"," 85","0"," 66"," 86","   0.839","   2.213","   0.615","  45.000","    0","    0"
