"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"12:26:16:124","9970774784600","   0.105","   7.812"," 4280"," 3400"," 4400"," 4794","  26.447","   2.778","   0.772","  25.167","   2.643","   0.734"," 88","0"," 60"," 88","   0.782","   0.082","   0.023","  45.000","    0","    0"
"12:26:16:228","9971015846178","   0.210","   9.704"," 3760"," 1200"," 4500"," 4289","  23.549","   5.242","   1.456","  22.523","   5.000","   1.389"," 69","0"," 60"," 94","   0.879","   0.174","   0.048","  45.000","    0","    0"
"12:26:16:334","9971258158488","   0.315","   9.678"," 4127"," 3100"," 4500"," 4800","  28.456","   8.234","   2.287","  26.833","   7.822","   2.173"," 81","0"," 61"," 87","   0.862","   0.265","   0.074","  45.000","    0","    0"
"12:26:16:434","9971489447728","   0.415","   7.156"," 4374"," 3700"," 4400"," 4800","  27.513","  10.996","   3.055","  26.495","  10.482","   2.912"," 89","0"," 65"," 91","   0.651","   0.330","   0.092","  45.000","    0","    0"
"12:26:16:535","9971723218400","   0.517","  10.272"," 4372"," 3400"," 4600"," 4800","  38.041","  14.856","   4.127","  37.028","  14.239","   3.955"," 83","0"," 63","100","   0.824","   0.414","   0.115","  45.000","    0","    0"
"12:26:16:636","9971954558976","   0.617","   8.064"," 3975"," 2400"," 4600"," 4538","  25.309","  17.397","   4.833","  23.369","  16.585","   4.607"," 95","0"," 62"," 95","   0.943","   0.508","   0.141","  45.000","    0","    0"
"12:26:16:736","9972185748138","   0.717","   7.171"," 4282"," 3500"," 4400"," 4800","  26.816","  20.088","   5.580","  25.618","  19.156","   5.321"," 84","0"," 63"," 98","   0.861","   0.595","   0.165","  45.000","    0","    0"
"12:26:16:841","9972428224246","   0.823","   7.536"," 4449"," 3700"," 4600"," 4800","  30.571","  23.305","   6.474","  29.301","  22.239","   6.178"," 88","0"," 63"," 88","   0.694","   0.668","   0.185","  45.000","    0","    0"
"12:26:16:942","9972659442586","   0.923","  12.709"," 4260"," 3600"," 4600"," 4800","  41.973","  27.518","   7.644","  40.572","  26.311","   7.309"," 83","0"," 65"," 94","   0.757","   0.744","   0.207","  45.000","    0","    0"
"12:26:17:043","9972892284216","   1.024","  18.658"," 4279"," 3700"," 4500"," 4800","  55.562","  33.133","   9.204","  54.321","  31.801","   8.833"," 90","0"," 67"," 92","   0.865","   0.831","   0.231","  45.000","    0","    0"
"12:26:17:144","9973124879196","   1.125","  15.186"," 4233"," 3500"," 4600"," 4800","  46.733","  37.850","  10.514","  45.487","  36.393","  10.109"," 92","0"," 67","100","   0.978","   0.930","   0.258","  45.000","    0","    0"
"12:26:17:244","9973356439046","   1.226","  18.904"," 4098"," 3500"," 4600"," 4800","  51.686","  43.045","  11.957","  50.161","  41.434","  11.509","100","0"," 68","100","   1.260","   1.057","   0.293","  45.000","    0","    0"
"12:26:17:350","9973598853484","   1.331","  16.397"," 4138"," 3500"," 4600"," 4797","  45.141","  47.795","  13.276","  43.834","  46.046","  12.791"," 92","0"," 66","100","   0.991","   1.161","   0.322","  45.000","    0","    0"
"12:26:17:452","9973836028110","   1.434","  11.524"," 4471"," 3700"," 4600"," 4800","  45.575","  52.486","  14.579","  44.238","  50.600","  14.055","100","0"," 67","100","   0.942","   1.258","   0.349","  45.000","    0","    0"
