"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"11:27:53:587","1900994939310","   0.100","   8.436"," 4202"," 3500"," 4300"," 4722","  26.234","   2.629","   0.730","  24.786","   2.483","   0.690"," 77","0"," 53"," 77","   0.867","   0.087","   0.024","  45.000","    0","    0"
"11:27:53:693","1901240113320","   0.207","   9.128"," 4348"," 3700"," 4500"," 4795","  31.286","   5.958","   1.655","  30.158","   5.693","   1.581"," 67","0"," 53"," 85","   0.805","   0.172","   0.048","  45.000","  300","  333"
"11:27:53:799","1901482959906","   0.312","   7.926"," 4379"," 3600"," 4500"," 4800","  28.713","   8.984","   2.496","  27.326","   8.573","   2.381"," 84","0"," 55"," 84","   0.733","   0.250","   0.069","  45.000","    0","    0"
"11:27:53:901","1901717965546","   0.414","   7.601"," 4508"," 3100"," 4700"," 4800","  31.472","  12.194","   3.387","  30.284","  11.662","   3.239"," 90","0"," 55"," 90","   0.687","   0.320","   0.089","  45.000","    0","    0"
"11:27:54:001","1901950105356","   0.515","  10.227"," 4322"," 3500"," 4600"," 4798","  35.556","  15.777","   4.382","  34.382","  15.126","   4.202"," 69","0"," 57"," 90","   0.924","   0.413","   0.115","  45.000","    0","    0"
"11:27:54:105","1902188247822","   0.618","   7.554"," 4038"," 3500"," 4300"," 4800","  23.072","  18.161","   5.045","  21.434","  17.341","   4.817"," 85","0"," 55"," 85","   0.849","   0.501","   0.139","  45.000","    0","    0"
"11:27:54:205","1902419579186","   0.719","   7.467"," 4327"," 3600"," 4400"," 4800","  26.462","  20.818","   5.783","  25.188","  19.870","   5.520"," 74","0"," 58"," 86","   0.900","   0.591","   0.164","  45.000","    0","    0"
"11:27:54:310","1902661614062","   0.824","   7.809"," 4460"," 3700"," 4500"," 4800","  31.127","  24.088","   6.691","  30.126","  23.035","   6.399"," 96","0"," 57"," 97","   0.694","   0.664","   0.184","  45.000","    0","    0"
"11:27:54:415","1902904059644","   0.929","  15.139"," 4337"," 3500"," 4600"," 4800","  50.430","  29.395","   8.165","  49.152","  28.207","   7.835"," 90","0"," 57","100","   0.793","   0.747","   0.208","  45.000","    0","    0"
"11:27:54:516","1903135092208","   1.029","  17.662"," 4354"," 3700"," 4500"," 4800","  55.569","  34.967","   9.713","  54.068","  33.629","   9.341"," 98","0"," 59"," 98","   0.889","   0.837","   0.232","  45.000","    0","    0"
"11:27:54:617","1903369163474","   1.131","  16.807"," 4265"," 3600"," 4500"," 4800","  50.434","  40.091","  11.136","  49.313","  38.639","  10.733"," 91","0"," 60","100","   1.073","   0.946","   0.263","  45.000","    0","    0"
"11:27:54:722","1903611331772","   1.236","  13.732"," 4326"," 3600"," 4600"," 4797","  44.174","  44.734","  12.426","  42.920","  43.150","  11.986"," 88","0"," 61","100","   0.964","   1.047","   0.291","  45.000","    0","    0"
"11:27:54:827","1903852006908","   1.340","  15.420"," 4288"," 3600"," 4600"," 4800","  48.566","  49.807","  13.835","  47.207","  48.081","  13.356","100","0"," 62","100","   0.972","   1.148","   0.319","  45.000","    0","    0"
"11:27:54:927","1904083328310","   1.441","  11.752"," 4355"," 3500"," 4600"," 4800","  41.300","  53.954","  14.987","  40.130","  52.110","  14.475"," 94","0"," 60","100","   0.978","   1.247","   0.346","  45.000","    0","    0"
"11:27:55:029","1904318229728","   1.543","   8.557"," 4427"," 3600"," 4600"," 4800","  35.302","  57.553","  15.987","  33.913","  55.568","  15.436"," 99","0"," 60","100","   0.859","   1.334","   0.371","  45.000","    0","    0"
"11:27:55:129","1904549114078","   1.643","  12.708"," 4300"," 3600"," 4600"," 4800","  39.186","  61.480","  17.078","  38.144","  59.390","  16.497"," 90","0"," 59","100","   0.898","   1.424","   0.396","  45.000","    0","    0"
"11:27:55:231","1904783605188","   1.745","  12.537"," 4400"," 3600"," 4600"," 4800","  45.686","  66.129","  18.369","  44.109","  63.879","  17.744"," 88","0"," 60","100","   1.071","   1.533","   0.426","  45.000","    0","    0"
"11:27:55:331","1905014570392","   1.845","  17.151"," 4270"," 3500"," 4600"," 4800","  51.501","  71.292","  19.803","  50.206","  68.912","  19.142"," 82","0"," 59"," 93","   1.089","   1.642","   0.456","  45.000","    0","    0"
