"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"14:34:48:429","27739830080372","   0.105","   7.876"," 4299"," 3500"," 4400"," 4800","  26.298","   2.762","   0.767","  25.031","   2.629","   0.730"," 85","0"," 52"," 85","   0.790","   0.083","   0.023","  45.000","    0","    0"
"14:34:48:535","27740074390886","   0.211","   8.880"," 4275"," 3600"," 4400"," 4784","  29.091","   5.847","   1.624","  27.762","   5.573","   1.548"," 70","0"," 53"," 88","   0.826","   0.171","   0.047","  45.000","    0","    0"
"14:34:48:640","27740316350842","   0.316","   7.953"," 4369"," 3600"," 4400"," 4800","  28.234","   8.812","   2.448","  26.990","   8.407","   2.335"," 79","0"," 54"," 84","   0.712","   0.245","   0.068","  45.000","    0","    0"
"14:34:48:741","27740549112616","   0.417","   7.311"," 4478"," 3500"," 4600"," 4800","  29.482","  11.790","   3.275","  28.347","  11.271","   3.131"," 90","0"," 55"," 93","   0.664","   0.312","   0.087","  45.000","    0","    0"
"14:34:48:841","27740780078180","   0.517","   9.759"," 4293"," 3500"," 4600"," 4800","  33.891","  15.188","   4.219","  32.152","  14.494","   4.026"," 71","0"," 54"," 90","   1.013","   0.414","   0.115","  45.000","  350","  333"
"14:34:48:947","27741022482036","   0.623","   6.656"," 4224"," 3500"," 4600"," 4800","  24.417","  17.757","   4.932","  23.181","  16.933","   4.704"," 87","0"," 53"," 92","   0.734","   0.491","   0.136","  45.000","    0","    0"
"14:34:49:049","27741257572916","   0.725","   7.120"," 4400"," 3600"," 4600"," 4800","  27.802","  20.594","   5.720","  26.486","  19.635","   5.454"," 78","0"," 53"," 89","   0.814","   0.574","   0.160","  45.000","    0","    0"
"14:34:49:154","27741499908908","   0.830","   7.281"," 4499"," 3800"," 4600"," 4800","  31.097","  23.864","   6.629","  29.990","  22.790","   6.331"," 98","0"," 55"," 98","   0.667","   0.644","   0.179","  45.000","    0","    0"
"14:34:49:255","27741733466006","   0.931","  15.954"," 4368"," 3700"," 4600"," 4800","  51.519","  29.087","   8.080","  50.457","  27.905","   7.751"," 82","0"," 54","100","   0.766","   0.722","   0.201","  45.000","    0","    0"
"14:34:49:356","27741964993454","   1.032","  17.217"," 4379"," 3700"," 4600"," 4800","  55.669","  34.681","   9.634","  54.244","  33.356","   9.265","100","0"," 57","100","   0.921","   0.815","   0.226","  45.000","    0","    0"
"14:34:49:461","27742207404200","   1.137","  16.899"," 4246"," 3600"," 4500"," 4795","  49.938","  39.935","  11.093","  48.647","  38.474","  10.687"," 86","0"," 56"," 97","   1.134","   0.934","   0.259","  45.000","    0","    0"
"14:34:49:562","27742439584498","   1.238","  15.301"," 4327"," 3700"," 4500"," 4799","  46.548","  44.626","  12.396","  45.252","  43.034","  11.954"," 79","0"," 57"," 94","   1.021","   1.037","   0.288","  45.000","    0","    0"
"14:34:49:667","27742682038328","   1.343","  14.934"," 4308"," 3900"," 4400"," 4800","  46.238","  49.492","  13.748","  45.016","  47.771","  13.270"," 92","0"," 60","100","   0.927","   1.134","   0.315","  45.000","    0","    0"
"14:34:49:772","27742924215132","   1.448","  13.255"," 4343"," 3700"," 4500"," 4800","  44.897","  54.211","  15.059","  43.564","  52.350","  14.542"," 85","0"," 57"," 96","   0.966","   1.236","   0.343","  45.000","    0","    0"
"14:34:49:877","27743166476030","   1.553","   9.513"," 4343"," 3500"," 4500"," 4800","  32.915","  57.672","  16.020","  31.938","  55.708","  15.475"," 89","0"," 57"," 90","   0.913","   1.332","   0.370","  45.000","    0","    0"
"14:34:49:978","27743399332910","   1.654","  13.447"," 4458"," 3600"," 4600"," 4800","  49.886","  62.714","  17.420","  48.503","  60.611","  16.836"," 89","0"," 57","100","   0.957","   1.429","   0.397","  45.000","    0","    0"
"14:34:50:079","27743630326108","   1.754","  12.130"," 4404"," 3700"," 4600"," 4800","  43.948","  67.120","  18.644","  42.240","  64.845","  18.013"," 83","0"," 59","100","   1.049","   1.534","   0.426","  45.000","    0","    0"
"14:34:50:179","27743861292784","   1.855","  15.808"," 4238"," 3600"," 4600"," 4800","  45.847","  71.716","  19.921","  44.652","  69.322","  19.256"," 75","0"," 59"," 89","   1.055","   1.639","   0.455","  45.000","    0","    0"
"14:34:50:284","27744103515474","   1.960","  11.325"," 4198"," 3500"," 4600"," 4800","  33.868","  75.276","  20.910","  32.503","  72.739","  20.205"," 86","0"," 56"," 87","   0.969","   1.741","   0.484","  45.000","    0","    0"
"14:34:50:384","27744334631142","   2.060","   9.168"," 4455"," 3900"," 4600"," 4800","  34.721","  78.759","  21.878","  33.826","  76.132","  21.148"," 98","0"," 56"," 98","   0.773","   1.819","   0.505","  45.000","    0","    0"
"14:34:50:489","27744576526398","   2.165","   7.866"," 4514"," 3700"," 4600"," 4800","  32.805","  82.203","  22.834","  31.381","  79.426","  22.063"," 81","0"," 57"," 99","   0.781","   1.901","   0.528","  45.000","    0","    0"
"14:34:50:590","27744809079552","   2.266","  10.690"," 4421"," 3600"," 4600"," 4797","  40.572","  86.298","  23.972","  39.079","  83.371","  23.159"," 89","0"," 56","100","   0.885","   1.990","   0.553","  45.000","    0","    0"
"14:34:50:691","27745040636770","   2.367","  11.077"," 4016"," 3500"," 4500"," 4581","  29.045","  89.217","  24.783","  27.394","  86.124","  23.923"," 70","0"," 55"," 83","   0.995","   2.090","   0.581","  45.000","    0","    0"
"14:34:50:791","27745271491238","   2.467","  79.650"," 3602"," 3400"," 3800"," 4800","  74.526","  96.685","  26.857","  73.116","  93.450","  25.958"," 86","0"," 61"," 86","   2.150","   2.306","   0.640","  45.000","    0","    0"
"14:34:50:894","27745509627994","   2.570","  97.623"," 3592"," 3400"," 3700"," 4800","  80.729"," 105.029","  29.175","  79.257"," 101.642","  28.234"," 92","0"," 74"," 92","   2.087","   2.521","   0.700","  45.000","    0","    0"
"14:34:50:998","27745748362820","   2.674","  96.506"," 3592"," 3400"," 3700"," 4800","  81.641"," 113.488","  31.524","  79.378"," 109.867","  30.519"," 94","0"," 75"," 95","   2.331","   2.763","   0.767","  45.000","    0","    0"
"14:34:51:101","27745985696834","   2.777","  93.945"," 3592"," 3500"," 3600"," 4800","  82.306"," 121.966","  33.880","  80.478"," 118.157","  32.821"," 97","0"," 77"," 97","   2.336","   3.003","   0.834","  45.000","    0","    0"
"14:34:51:204","27746223444306","   2.880","  96.177"," 3595"," 3500"," 3700"," 4800","  83.228"," 130.555","  36.265","  81.505"," 126.567","  35.158"," 96","0"," 76"," 98","   2.302","   3.241","   0.900","  45.000","    0","    0"
"14:34:51:307","27746459957554","   2.983","  94.335"," 3592"," 3500"," 3600"," 4800","  82.675"," 139.042","  38.623","  80.327"," 134.813","  37.448"," 98","0"," 76"," 99","   2.445","   3.492","   0.970","  45.000","    0","    0"
