"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"12:18:01:104","8830256786442","   0.104","   7.932"," 4318"," 3600"," 4400"," 4800","  27.188","   2.836","   0.788","  25.987","   2.710","   0.753"," 79","0"," 54"," 80","   0.773","   0.081","   0.022","  45.000","    0","    0"
"12:18:01:209","8830498169508","   0.209","   9.220"," 4352"," 3600"," 4500"," 4800","  32.207","   6.210","   1.725","  31.038","   5.962","   1.656"," 72","0"," 57"," 89","   0.802","   0.165","   0.046","  45.000","  300","  333"
"12:18:01:314","8830740822404","   0.314","   8.720"," 4373"," 3200"," 4500"," 4795","  31.286","   9.505","   2.640","  29.952","   9.117","   2.532"," 79","0"," 58"," 87","   0.792","   0.248","   0.069","  45.000","    0","    0"
"12:18:01:417","8830977248048","   0.417","   7.411"," 4501"," 3900"," 4600"," 4795","  31.293","  12.716","   3.532","  30.051","  12.200","   3.389"," 80","0"," 60"," 95","   0.671","   0.317","   0.088","  45.000","    0","    0"
"12:18:01:517","8831208827020","   0.518","   9.002"," 4449"," 3700"," 4600"," 4800","  34.977","  16.232","   4.509","  33.720","  15.590","   4.330"," 82","0"," 59"," 90","   0.901","   0.408","   0.113","  45.000","    0","    0"
"12:18:01:623","8831451410200","   0.623","   7.157"," 4207"," 3500"," 4500"," 4800","  25.603","  18.927","   5.258","  24.019","  18.118","   5.033"," 95","0"," 58"," 99","   0.800","   0.492","   0.137","  45.000","    0","    0"
"12:18:01:726","8831690449066","   0.727","   6.976"," 4489"," 3800"," 4600"," 4800","  30.467","  22.088","   6.136","  29.353","  21.164","   5.879"," 83","0"," 60","100","   0.823","   0.577","   0.160","  45.000","    0","    0"
"12:18:01:827","8831921673810","   0.827","   7.387"," 4473"," 3700"," 4600"," 4800","  30.381","  25.137","   6.983","  28.970","  24.071","   6.686"," 86","0"," 61"," 87","   0.684","   0.646","   0.179","  45.000","    0","    0"
"12:18:01:928","8832153940948","   0.928","  16.634"," 4256"," 3600"," 4600"," 4800","  49.215","  30.099","   8.361","  48.572","  28.968","   8.047"," 79","0"," 61"," 90","   0.828","   0.729","   0.203","  45.000","    0","    0"
"12:18:02:029","8832386603534","   1.029","  17.862"," 4250"," 3800"," 4600"," 4800","  51.415","  35.291","   9.803","  49.527","  33.969","   9.436"," 86","0"," 61"," 96","   0.898","   0.820","   0.228","  45.000","    0","    0"
"12:18:02:129","8832618172940","   1.129","  16.607"," 4254"," 3600"," 4500"," 4800","  49.652","  40.281","  11.189","  48.481","  38.842","  10.789","100","0"," 61","100","   1.079","   0.928","   0.258","  45.000","    0","    0"
"12:18:02:234","8832858909056","   1.234","  15.875"," 4273"," 3600"," 4500"," 4800","  48.544","  45.353","  12.598","  47.199","  43.773","  12.159"," 85","0"," 62","100","   1.153","   1.049","   0.291","  45.000","    0","    0"
"12:18:02:339","8833101077096","   1.339","  15.522"," 4237"," 3600"," 4500"," 4800","  46.193","  50.208","  13.947","  44.540","  48.455","  13.460"," 86","0"," 62","100","   0.983","   1.152","   0.320","  45.000","    0","    0"
"12:18:02:444","8833343269804","   1.444","  11.041"," 4414"," 3600"," 4500"," 4800","  40.283","  54.443","  15.123","  39.078","  52.563","  14.601"," 88","0"," 62","100","   0.957","   1.253","   0.348","  45.000","    0","    0"
"12:18:02:548","8833583406374","   1.548","   9.311"," 4410"," 3600"," 4500"," 4800","  36.246","  58.221","  16.172","  34.885","  56.199","  15.611"," 84","0"," 65"," 98","   1.003","   1.357","   0.377","  45.000","    0","    0"
"12:18:02:651","8833819642410","   1.651","  12.498"," 4452"," 3800"," 4600"," 4800","  45.854","  62.922","  17.478","  44.368","  60.748","  16.874"," 92","0"," 62"," 97","   0.889","   1.448","   0.402","  45.000","    0","    0"
"12:18:02:751","8834051111180","   1.751","  12.784"," 4387"," 3800"," 4600"," 4800","  45.644","  67.508","  18.752","  44.351","  65.203","  18.112"," 86","0"," 62","100","   1.115","   1.560","   0.433","  45.000","  300","  333"
"12:18:02:855","8834290671094","   1.855","  16.942"," 4269"," 3500"," 4500"," 4800","  51.365","  72.849","  20.236","  49.975","  70.400","  19.555"," 93","0"," 62","100","   1.114","   1.676","   0.466","  45.000","    0","    0"
"12:18:02:960","8834532900412","   1.960","  11.466"," 3855"," 3300"," 4500"," 4800","  26.737","  75.660","  21.017","  25.358","  73.066","  20.296"," 71","0"," 60","100","   1.018","   1.783","   0.495","  45.000","    0","    0"
"12:18:03:060","8834763844528","   2.060","   7.913"," 4481"," 3500"," 4600"," 4800","  32.219","  78.889","  21.914","  31.352","  76.208","  21.169"," 86","0"," 60"," 89","   0.742","   1.858","   0.516","  45.000","    0","    0"
"12:18:03:164","8835002818926","   2.164","   8.814"," 4538"," 3900"," 4600"," 4800","  37.378","  82.766","  22.991","  35.934","  79.935","  22.204"," 91","0"," 64"," 92","   0.754","   1.936","   0.538","  45.000","    0","    0"
"12:18:03:267","8835239056316","   2.267","   7.408"," 4231"," 3500"," 4600"," 4546","  27.040","  85.539","  23.761","  25.488","  82.549","  22.930"," 71","0"," 61"," 94","   0.830","   2.021","   0.561","  45.000","    0","    0"
"12:18:03:372","8835481334460","   2.372","   8.454"," 4239"," 3500"," 4500"," 4717","  32.462","  88.952","  24.709","  31.143","  85.824","  23.840"," 87","0"," 61"," 87","   0.820","   2.107","   0.585","  45.000","    0","    0"
"12:18:03:473","8835714004872","   2.473","  12.130"," 4168"," 3600"," 4400"," 4792","  40.462","  93.038","  25.844","  39.225","  89.785","  24.940"," 78","0"," 60"," 91","   0.833","   2.191","   0.609","  45.000","    0","    0"
"12:18:03:578","8835956269314","   2.578","  13.877"," 4115"," 3600"," 4500"," 4790","  42.028","  97.457","  27.071","  40.725","  94.067","  26.130"," 81","0"," 60"," 91","   0.886","   2.284","   0.635","  45.000","    0","    0"
"12:18:03:679","8836189294608","   2.679","  13.242"," 4116"," 3500"," 4400"," 4704","  40.574"," 101.561","  28.211","  39.359","  98.048","  27.235"," 84","0"," 60"," 86","   0.894","   2.375","   0.660","  45.000","    0","    0"
"12:18:03:779","8836420162284","   2.779","  12.049"," 4112"," 3300"," 4400"," 4779","  38.231"," 105.392","  29.276","  36.953"," 101.750","  28.264"," 80","0"," 60"," 89","   0.798","   2.455","   0.682","  45.000","    0","    0"
"12:18:03:879","8836650962420","   2.880","  10.080"," 4320"," 3800"," 4500"," 4792","  38.473"," 109.246","  30.346","  37.477"," 105.505","  29.307"," 82","0"," 64"," 95","   0.724","   2.527","   0.702","  45.000","    0","    0"
"12:18:03:980","8836881856286","   2.980","   8.638"," 4317"," 3700"," 4500"," 4787","  36.273"," 112.881","  31.356","  34.639"," 108.976","  30.271"," 81","0"," 61"," 86","   0.716","   2.599","   0.722","  45.000","    0","    0"
"12:18:04:083","8837120932036","   3.084","   7.506"," 4385"," 3900"," 4500"," 4770","  33.922"," 116.401","  32.334","  32.956"," 112.396","  31.221"," 80","0"," 62"," 82","   0.685","   2.670","   0.742","  45.000","    0","    0"
"12:18:04:184","8837352433050","   3.184","   9.673"," 4354"," 3400"," 4500"," 4790","  39.760"," 120.396","  33.443","  38.383"," 116.252","  32.292"," 81","0"," 62"," 90","   0.720","   2.742","   0.762","  45.000","    0","    0"
"12:18:04:284","8837583333660","   3.284","  10.579"," 4329"," 3800"," 4500"," 4783","  41.320"," 124.537","  34.594","  40.016"," 120.263","  33.406"," 80","0"," 64"," 87","   0.733","   2.816","   0.782","  45.000","    0","    0"
"12:18:04:384","8837814020764","   3.384","   9.920"," 4216"," 3500"," 4500"," 4788","  36.274"," 128.169","  35.602","  34.799"," 123.747","  34.374"," 79","0"," 62"," 82","   0.829","   2.899","   0.805","  45.000","    0","    0"
"12:18:04:485","8838045054246","   3.485","   8.713"," 4370"," 3600"," 4500"," 4775","  37.133"," 131.892","  36.637","  36.105"," 127.367","  35.380"," 84","0"," 62"," 94","   0.695","   2.969","   0.825","  45.000","    0","    0"
"12:18:04:585","8838275883392","   3.585","   8.327"," 4381"," 3900"," 4500"," 4777","  36.850"," 135.584","  37.662","  35.201"," 130.894","  36.359"," 82","0"," 64"," 90","   0.709","   3.040","   0.844","  45.000","    0","    0"
"12:18:04:685","8838507466358","   3.685","   8.408"," 4381"," 3200"," 4500"," 4768","  36.409"," 139.244","  38.679","  35.353"," 134.447","  37.346"," 80","0"," 62"," 94","   0.697","   3.110","   0.864","  45.000","    0","    0"
"12:18:04:785","8838738200936","   3.785","  13.121"," 4054"," 3500"," 4500"," 4787","  39.363"," 143.186","  39.774","  38.178"," 138.271","  38.408"," 86","0"," 61"," 86","   0.839","   3.194","   0.887","  45.000","    0","    0"
"12:18:04:886","8838969016500","   3.886","   9.279"," 4208"," 3500"," 4500"," 4762","  34.069"," 146.599","  40.722","  32.449"," 141.521","  39.311"," 78","0"," 62"," 88","   0.710","   3.265","   0.907","  45.000","    0","    0"
"12:18:04:987","8839203594578","   3.987","   7.742"," 4272"," 3600"," 4500"," 4765","  31.382"," 149.794","  41.609","  30.448"," 144.621","  40.173"," 79","0"," 62"," 80","   0.686","   3.335","   0.926","  45.000","    0","    0"
"12:18:05:088","8839434712584","   4.088","   7.842"," 4358"," 3600"," 4500"," 4773","  34.288"," 153.233","  42.565","  32.783"," 147.910","  41.086"," 81","0"," 64"," 89","   0.701","   3.405","   0.946","  45.000","    0","    0"
"12:18:05:188","8839666119210","   4.188","   7.521"," 4374"," 3900"," 4500"," 4776","  33.103"," 156.558","  43.488","  32.049"," 151.129","  41.980"," 81","0"," 64"," 86","   0.680","   3.473","   0.965","  45.000","    0","    0"
"12:18:05:288","8839897107076","   4.288","   6.992"," 4411"," 3700"," 4500"," 4756","  32.954"," 159.862","  44.406","  31.748"," 154.312","  42.864"," 80","0"," 64"," 82","   0.668","   3.540","   0.983","  45.000","    0","    0"
"12:18:05:389","8840127783012","   4.389","   7.627"," 4366"," 3700"," 4500"," 4765","  33.666"," 163.232","  45.342","  32.304"," 157.546","  43.763"," 80","0"," 62"," 81","   0.782","   3.618","   1.005","  45.000","    0","    0"
"12:18:05:489","8840358647686","   4.489","   7.443"," 4420"," 3900"," 4500"," 4762","  34.936"," 166.733","  46.315","  33.457"," 160.898","  44.694"," 80","0"," 64"," 88","   0.688","   3.687","   1.024","  45.000","    0","    0"
"12:18:05:589","8840589372460","   4.589","   7.054"," 4422"," 3800"," 4500"," 4768","  33.137"," 170.051","  47.237","  31.959"," 164.099","  45.583"," 81","0"," 62"," 81","   0.677","   3.755","   1.043","  45.000","    0","    0"
"12:18:05:689","8840820114436","   4.689","   7.067"," 4400"," 3800"," 4500"," 4733","  32.646"," 173.321","  48.145","  31.437"," 167.247","  46.458"," 81","0"," 64"," 82","   0.672","   3.823","   1.062","  45.000","    0","    0"
"12:18:05:789","8841050981094","   4.789","   6.832"," 4429"," 3900"," 4500"," 4747","  32.627"," 176.590","  49.053","  31.456"," 170.399","  47.333"," 80","0"," 64"," 82","   0.663","   3.889","   1.080","  45.000","    0","    0"
