"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"11:38:01:434","7016156023710","   0.103","  10.404"," 4251"," 3200"," 4400"," 4800","  33.151","   3.421","   0.950","  31.760","   3.278","   0.910"," 97","0"," 66"," 99","   0.967","   0.100","   0.028","  45.000","    0","    0"
"11:38:01:542","7016404050482","   0.211","  11.089"," 3911"," 3500"," 4400"," 4800","  26.546","   6.279","   1.744","  24.992","   5.968","   1.658"," 95","0"," 65"," 97","   1.011","   0.209","   0.058","  45.000","    0","    0"
"11:38:01:642","7016634902896","   0.311","   8.827"," 4283"," 3600"," 4600"," 4800","  28.090","   9.093","   2.526","  26.995","   8.673","   2.409","100","0"," 66","100","   0.875","   0.296","   0.082","  45.000","    0","    0"
"11:38:01:742","7016866004126","   0.411","  11.001"," 4400"," 3600"," 4600"," 4796","  39.847","  13.090","   3.636","  38.517","  12.536","   3.482"," 81","0"," 66","100","   0.968","   0.393","   0.109","  45.000","  300","  333"
"11:38:01:843","7017097540628","   0.512","   9.029"," 4217"," 3500"," 4500"," 4800","  31.323","  16.238","   4.511","  29.548","  15.506","   4.307","100","0"," 66","100","   1.034","   0.497","   0.138","  45.000","    0","    0"
"11:38:01:948","7017339718484","   0.617","   8.230"," 4202"," 3500"," 4600"," 4800","  26.210","  18.993","   5.276","  24.986","  18.132","   5.037"," 99","0"," 66","100","   0.899","   0.592","   0.164","  45.000","    0","    0"
"11:38:02:053","7017581896112","   0.722","   7.840"," 4396"," 3800"," 4600"," 4800","  31.531","  22.307","   6.196","  30.258","  21.312","   5.920"," 99","0"," 67","100","   0.852","   0.681","   0.189","  45.000","    0","    0"
"11:38:02:153","7017813010102","   0.822","   8.574"," 4068"," 3400"," 4600"," 4800","  26.529","  24.968","   6.936","  25.066","  23.827","   6.619"," 97","0"," 65"," 99","   0.851","   0.767","   0.213","  45.000","    0","    0"
"11:38:02:253","7018043812586","   0.923","  10.254"," 4411"," 3600"," 4600"," 4800","  37.854","  28.760","   7.989","  36.676","  27.501","   7.639"," 88","0"," 67","100","   0.834","   0.850","   0.236","  45.000","    0","    0"
"11:38:02:356","7018281273862","   1.026","  11.609"," 4108"," 3500"," 4600"," 4800","  32.934","  32.155","   8.932","  31.402","  30.737","   8.538"," 98","0"," 67"," 98","   0.936","   0.947","   0.263","  45.000","    0","    0"
"11:38:02:461","7018523579528","   1.131","   8.307"," 4233"," 3600"," 4400"," 4800","  27.690","  35.067","   9.741","  26.561","  33.531","   9.314","100","0"," 66","100","   0.725","   1.023","   0.284","  45.000","    0","    0"
"11:38:02:562","7018754816592","   1.231","  22.653"," 4020"," 3500"," 4600"," 4800","  53.308","  40.417","  11.227","  52.388","  38.788","  10.775"," 93","0"," 67","100","   1.057","   1.129","   0.314","  45.000","    0","    0"
"11:38:02:662","7018986052568","   1.331","  19.629"," 4192"," 3500"," 4500"," 4800","  56.201","  46.057","  12.794","  54.417","  44.250","  12.292"," 98","0"," 68","100","   1.015","   1.231","   0.342","  45.000","    0","    0"
"11:38:02:763","7019218094216","   1.432","  15.318"," 4231"," 3600"," 4500"," 4797","  47.051","  50.796","  14.110","  46.029","  48.886","  13.579"," 93","0"," 70","100","   1.097","   1.341","   0.373","  45.000","    0","    0"
"11:38:02:863","7019449364778","   1.533","  18.286"," 4183"," 3600"," 4500"," 4800","  51.511","  55.967","  15.546","  49.748","  53.879","  14.966","100","0"," 70","100","   1.091","   1.451","   0.403","  45.000","    0","    0"
"11:38:02:963","7019680263562","   1.633","  14.406"," 4285"," 3500"," 4600"," 4800","  44.977","  60.474","  16.798","  43.747","  58.263","  16.184"," 96","0"," 68","100","   1.082","   1.559","   0.433","  45.000","    0","    0"
"11:38:03:064","7019911366334","   1.733","  11.059"," 4208"," 3600"," 4600"," 4800","  34.718","  63.956","  17.766","  33.409","  61.615","  17.115"," 96","0"," 68","100","   1.092","   1.669","   0.464","  45.000","    0","    0"
"11:38:03:164","7020142125912","   1.833","  10.355"," 4317"," 3700"," 4600"," 4800","  36.465","  67.609","  18.780","  35.308","  65.151","  18.097"," 94","0"," 68","100","   0.938","   1.763","   0.490","  45.000","    0","    0"
"11:38:03:265","7020375349804","   1.934","  15.322"," 4316"," 3700"," 4600"," 4800","  50.195","  72.690","  20.192","  48.356","  70.046","  19.457"," 93","0"," 69","100","   1.059","   1.870","   0.519","  45.000","    0","    0"
"11:38:03:365","7020606382460","   2.035","  14.141"," 4071"," 3500"," 4600"," 4800","  39.164","  76.617","  21.282","  37.899","  73.846","  20.513"," 93","0"," 68"," 99","   1.054","   1.976","   0.549","  45.000","    0","    0"
"11:38:03:471","7020848679908","   2.140","  19.083"," 3899"," 3500"," 4500"," 4800","  42.688","  81.106","  22.529","  41.162","  78.175","  21.715"," 81","0"," 68","100","   1.121","   2.093","   0.582","  45.000","    0","    0"
"11:38:03:576","7021090957500","   2.245","  13.743"," 3713"," 3500"," 4500"," 4800","  26.802","  83.924","  23.312","  25.420","  80.848","  22.458"," 78","0"," 67","100","   1.052","   2.204","   0.612","  45.000","    0","    0"
"11:38:03:681","7021333224430","   2.350","  10.223"," 4316"," 3500"," 4600"," 4800","  35.905","  87.700","  24.361","  34.792","  84.506","  23.474","100","0"," 66","100","   0.821","   2.290","   0.636","  45.000","    0","    0"
"11:38:03:786","7021575496342","   2.455","   9.588"," 4486"," 3900"," 4600"," 4800","  38.716","  91.771","  25.492","  37.184","  88.416","  24.560"," 98","0"," 69","100","   0.868","   2.382","   0.662","  45.000","    0","    0"
"11:38:03:891","7021817765028","   2.560","   9.439"," 3681"," 1900"," 4600"," 3975","  24.186","  94.314","  26.198","  22.826","  90.817","  25.227","100","0"," 67","100","   0.854","   2.471","   0.687","  45.000","    0","    0"
"11:38:03:994","7022054039512","   2.663","   9.894"," 4367"," 3300"," 4600"," 4800","  37.380","  98.147","  27.263","  36.240","  94.533","  26.259"," 98","0"," 67","100","   0.958","   2.570","   0.714","  45.000","    0","    0"
"11:38:04:097","7022291483444","   2.766","   9.557"," 4204"," 3100"," 4600"," 4795","  33.467"," 101.596","  28.221","  31.940","  97.825","  27.173"," 86","0"," 68","100","   0.950","   2.668","   0.741","  45.000","    0","    0"
"11:38:04:197","7022522509946","   2.866","   9.494"," 4363"," 3700"," 4600"," 4800","  36.656"," 105.272","  29.242","  35.172"," 101.351","  28.153"," 97","0"," 67","100","   0.972","   2.765","   0.768","  45.000","    0","    0"
"11:38:04:297","7022753571710","   2.967","  19.201"," 3974"," 3400"," 4600"," 4800","  47.631"," 110.049","  30.569","  46.287"," 105.993","  29.443"," 94","0"," 67","100","   1.119","   2.877","   0.799","  45.000","    0","    0"
"11:38:04:398","7022984408492","   3.067","  21.936"," 3654"," 3500"," 4300"," 4800","  39.469"," 114.003","  31.668","  37.916"," 109.792","  30.498"," 89","0"," 67"," 98","   1.372","   3.015","   0.837","  45.000","    0","    0"
"11:38:04:498","7023215275034","   3.167","  15.319"," 3594"," 3500"," 3900"," 4800","  25.856"," 116.594","  32.387","  24.484"," 112.245","  31.179"," 83","0"," 66"," 89","   1.131","   3.128","   0.869","  45.000","    0","    0"
"11:38:04:602","7023455648428","   3.271","   7.898"," 3986"," 3500"," 4500"," 4757","  23.540"," 119.050","  33.069","  22.156"," 114.557","  31.821"," 96","0"," 68"," 96","   0.868","   3.219","   0.894","  45.000","    0","    0"
"11:38:04:705","7023693572098","   3.375","   7.600"," 3881"," 1400"," 4600"," 4593","  21.747"," 121.296","  33.693","  20.556"," 116.680","  32.411","100","0"," 67","100","   0.803","   3.302","   0.917","  45.000","    0","    0"
"11:38:04:809","7023932801828","   3.478","  11.171"," 3195"," 1200"," 4600"," 3952","  17.374"," 123.100","  34.194","  15.785"," 118.319","  32.866"," 76","0"," 64","100","   0.997","   3.405","   0.946","  45.000","    0","    0"
