"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"11:39:43:141","3535794990508","   0.104","   7.850"," 4285"," 3400"," 4500"," 4800","  27.157","   2.829","   0.786","  25.793","   2.687","   0.746"," 94","0"," 58"," 94","   0.775","   0.081","   0.022","  45.000","    0","    0"
"11:39:43:248","3536042537148","   0.212","   8.712"," 4363"," 3600"," 4500"," 4770","  32.290","   6.298","   1.750","  30.762","   5.992","   1.664"," 76","0"," 59"," 94","   0.809","   0.168","   0.047","  45.000","    0","    0"
"11:39:43:353","3536283666400","   0.316","   8.449"," 4418"," 3700"," 4500"," 4800","  31.449","   9.590","   2.664","  30.408","   9.174","   2.548"," 79","0"," 62"," 86","   0.770","   0.248","   0.069","  45.000","    0","    0"
"11:39:43:458","3536525915706","   0.421","   7.336"," 4447"," 3900"," 4600"," 4800","  29.462","  12.687","   3.524","  28.343","  12.154","   3.376"," 88","0"," 63"," 96","   0.668","   0.318","   0.088","  45.000","    0","    0"
"11:39:43:558","3536757454186","   0.522","   9.613"," 4334"," 3500"," 4600"," 4800","  35.610","  16.266","   4.518","  33.900","  15.561","   4.323"," 80","0"," 62","100","   1.008","   0.420","   0.117","  45.000","  350","  333"
"11:39:43:664","3536999746776","   0.627","   6.620"," 4254"," 3500"," 4500"," 4800","  25.688","  18.967","   5.269","  24.451","  18.132","   5.037"," 99","0"," 61","100","   0.727","   0.496","   0.138","  45.000","    0","    0"
"11:39:43:768","3537241084076","   0.732","   7.340"," 4228"," 3600"," 4600"," 4800","  26.571","  21.750","   6.042","  25.146","  20.766","   5.768"," 77","0"," 62"," 99","   0.826","   0.583","   0.162","  45.000","    0","    0"
"11:39:43:870","3537475963856","   0.834","   7.473"," 4424"," 3800"," 4600"," 4800","  30.887","  24.899","   6.916","  29.695","  23.794","   6.609","100","0"," 62","100","   0.684","   0.653","   0.181","  45.000","    0","    0"
"11:39:43:972","3537710211990","   0.936","  16.641"," 4106"," 3500"," 4600"," 4800","  44.991","  29.474","   8.187","  43.965","  28.264","   7.851","100","0"," 62","100","   0.830","   0.737","   0.205","  45.000","    0","    0"
"11:39:44:075","3537947082796","   1.038","  18.181"," 4104"," 3400"," 4600"," 4800","  47.334","  34.340","   9.539","  46.137","  33.007","   9.169","100","0"," 65","100","   0.867","   0.826","   0.229","  45.000","    0","    0"
"11:39:44:179","3538186400956","   1.142","  16.673"," 4064"," 3100"," 4600"," 4800","  42.600","  38.765","  10.768","  41.079","  37.274","  10.354"," 97","0"," 62","100","   1.062","   0.936","   0.260","  45.000","    0","    0"
"11:39:44:282","3538423616976","   1.245","  16.430"," 4146"," 3500"," 4600"," 4800","  46.403","  43.542","  12.095","  44.810","  41.887","  11.635"," 96","0"," 63","100","   1.168","   1.057","   0.294","  45.000","    0","    0"
"11:39:44:382","3538654571850","   1.345","  15.446"," 4231"," 3600"," 4400"," 4800","  45.879","  48.141","  13.373","  44.814","  46.380","  12.883"," 94","0"," 66","100","   0.986","   1.156","   0.321","  45.000","    0","    0"
"11:39:44:482","3538885706506","   1.446","  11.270"," 4356"," 3800"," 4500"," 4800","  39.894","  52.143","  14.484","  38.218","  50.214","  13.948","100","0"," 67","100","   0.956","   1.251","   0.348","  45.000","    0","    0"
"11:39:44:584","3539119342538","   1.547","   9.370"," 4305"," 3700"," 4500"," 4800","  33.638","  55.554","  15.432","  32.277","  53.487","  14.857"," 98","0"," 67","100","   1.003","   1.353","   0.376","  45.000","    0","    0"
"11:39:44:684","3539350098148","   1.647","  11.956"," 4285"," 3700"," 4600"," 4796","  38.293","  59.390","  16.497","  37.288","  57.221","  15.895"," 88","0"," 64","100","   0.899","   1.443","   0.401","  45.000","    0","    0"
"11:39:44:784","3539580957674","   1.748","  13.769"," 4351"," 3600"," 4600"," 4800","  47.408","  64.140","  17.817","  46.071","  61.838","  17.177"," 97","0"," 65","100","   1.110","   1.555","   0.432","  45.000","    0","    0"
"11:39:44:884","3539812386352","   1.848","  15.548"," 4209"," 3500"," 4500"," 4800","  47.652","  68.926","  19.146","  45.915","  66.450","  18.458"," 95","0"," 64","100","   1.045","   1.659","   0.461","  45.000","    0","    0"
"11:39:44:986","3540045671642","   1.949","  14.581"," 4034"," 3500"," 4500"," 4800","  38.633","  72.838","  20.233","  37.203","  70.216","  19.505"," 97","0"," 63","100","   1.106","   1.771","   0.492","  45.000","    0","    0"
"11:39:45:091","3540287872530","   2.054","   8.012"," 4191"," 3500"," 4500"," 4800","  25.226","  75.490","  20.969","  24.032","  72.743","  20.206"," 84","0"," 65","100","   0.764","   1.852","   0.514","  45.000","    0","    0"
"11:39:45:195","3540526841960","   2.158","   9.393"," 4456"," 3800"," 4600"," 4800","  36.978","  79.325","  22.035","  35.659","  76.441","  21.234"," 94","0"," 66"," 96","   0.819","   1.937","   0.538","  45.000","    0","    0"
"11:39:45:295","3540758000892","   2.258","   7.569"," 4464"," 3500"," 4600"," 4773","  33.236","  82.660","  22.961","  31.891","  79.641","  22.122"," 76","0"," 65"," 99","   0.830","   2.020","   0.561","  45.000","    0","    0"
"11:39:45:397","3540993733402","   2.361","   8.011"," 4040"," 3500"," 4600"," 4472","  26.293","  85.350","  23.708","  24.772","  82.175","  22.826"," 80","0"," 63"," 81","   0.817","   2.103","   0.584","  45.000","    0","    0"
"11:39:45:497","3541224680396","   2.461","   9.384"," 4331"," 3500"," 4400"," 4788","  38.871","  89.246","  24.791","  37.680","  85.952","  23.876"," 82","0"," 64"," 85","   0.751","   2.179","   0.605","  45.000","    0","    0"
"11:39:45:598","3541455454534","   2.561","  10.232"," 4283"," 3300"," 4500"," 4787","  40.352","  93.288","  25.913","  39.192","  89.878","  24.966"," 83","0"," 63"," 96","   0.743","   2.253","   0.626","  45.000","    0","    0"
"11:39:45:698","3541686099442","   2.661","  10.115"," 4344"," 3600"," 4500"," 4787","  41.582","  97.451","  27.070","  40.311","  93.913","  26.087"," 90","0"," 64","100","   0.724","   2.326","   0.646","  45.000","    0","    0"
"11:39:45:799","3541918895922","   2.762","   9.307"," 4348"," 4000"," 4500"," 4779","  39.358"," 101.427","  28.174","  38.103","  97.763","  27.156"," 86","0"," 67"," 92","   0.712","   2.397","   0.666","  45.000","    0","    0"
"11:39:45:899","3542150141348","   2.863","  10.497"," 4334"," 3600"," 4500"," 4791","  42.505"," 105.693","  29.359","  41.069"," 101.885","  28.301"," 98","0"," 65","100","   0.744","   2.472","   0.687","  45.000","    0","    0"
"11:39:46:004","3542392483312","   2.968","   8.260"," 4327"," 3500"," 4500"," 4785","  37.212"," 109.608","  30.447","  36.022"," 105.674","  29.354"," 85","0"," 65"," 99","   0.703","   2.546","   0.707","  45.000","    0","    0"
"11:39:46:105","3542623696086","   3.068","   7.178"," 4426"," 3700"," 4500"," 4763","  34.647"," 113.084","  31.412","  33.521"," 109.038","  30.288"," 83","0"," 64"," 85","   0.671","   2.614","   0.726","  45.000","    0","    0"
"11:39:46:205","3542854516158","   3.168","  10.138"," 4225"," 2900"," 4500"," 4703","  36.840"," 116.775","  32.438","  35.659"," 112.610","  31.281"," 92","0"," 64"," 92","   0.845","   2.698","   0.749","  45.000","    0","    0"
"11:39:46:305","3543085525892","   3.269","  10.968"," 4283"," 3700"," 4500"," 4782","  42.802"," 121.067","  33.630","  41.237"," 116.745","  32.429"," 84","0"," 65","100","   0.743","   2.773","   0.770","  45.000","    0","    0"
"11:39:46:406","3543316613992","   3.369","   8.558"," 4343"," 3700"," 4500"," 4781","  37.181"," 124.796","  34.666","  35.740"," 120.330","  33.425"," 84","0"," 64"," 92","   0.802","   2.853","   0.793","  45.000","    0","    0"
"11:39:46:506","3543547440262","   3.469","   8.682"," 4345"," 3700"," 4400"," 4769","  36.910"," 128.494","  35.693","  35.760"," 123.912","  34.420"," 86","0"," 65"," 94","   0.709","   2.924","   0.812","  45.000","    0","    0"
"11:39:46:606","3543778298878","   3.569","   8.360"," 4380"," 3500"," 4500"," 4774","  37.087"," 132.210","  36.725","  35.892"," 127.509","  35.419"," 84","0"," 66"," 92","   0.694","   2.994","   0.832","  45.000","    0","    0"
"11:39:46:706","3544009050062","   3.670","   8.964"," 4317"," 3600"," 4500"," 4753","  37.437"," 135.959","  37.766","  36.242"," 131.138","  36.427"," 85","0"," 65"," 96","   0.709","   3.065","   0.851","  45.000","    0","    0"
"11:39:46:806","3544239836220","   3.770","   7.192"," 4415"," 3600"," 4500"," 4759","  34.345"," 139.400","  38.722","  32.829"," 134.427","  37.341"," 83","0"," 67"," 87","   0.686","   3.133","   0.870","  45.000","    0","    0"
"11:39:46:906","3544470495480","   3.870","   8.157"," 4344"," 3700"," 4500"," 4764","  36.389"," 143.043","  39.734","  35.141"," 137.945","  38.318"," 88","0"," 66"," 96","   0.694","   3.203","   0.890","  45.000","    0","    0"
"11:39:47:007","3544701340342","   3.970","   6.874"," 4409"," 4000"," 4500"," 4749","  33.625"," 146.411","  40.670","  32.471"," 141.198","  39.222"," 83","0"," 66"," 87","   0.667","   3.270","   0.908","  45.000","    0","    0"
"11:39:47:107","3544932289928","   4.070","   7.590"," 4416"," 3700"," 4500"," 4769","  35.625"," 149.982","  41.662","  34.497"," 144.656","  40.182"," 84","0"," 67"," 86","   0.679","   3.338","   0.927","  45.000","    0","    0"
"11:39:47:207","3545163090248","   4.171","   7.201"," 4412"," 3800"," 4600"," 4768","  34.293"," 153.418","  42.616","  33.127"," 147.974","  41.104"," 84","0"," 65"," 89","   0.677","   3.406","   0.946","  45.000","    0","    0"
"11:39:47:307","3545394086546","   4.271","   6.938"," 4426"," 4000"," 4500"," 4759","  33.818"," 156.808","  43.558","  32.531"," 151.236","  42.010"," 83","0"," 65"," 84","   0.664","   3.472","   0.964","  45.000","    0","    0"
"11:39:47:407","3545624870148","   4.371","   7.625"," 4335"," 3700"," 4500"," 4758","  34.583"," 160.272","  44.520","  32.913"," 154.533","  42.926"," 82","0"," 65"," 84","   0.788","   3.551","   0.986","  45.000","    0","    0"
"11:39:47:508","3545855744196","   4.471","   7.646"," 4355"," 3900"," 4500"," 4752","  33.963"," 163.676","  45.465","  32.790"," 157.819","  43.838"," 82","0"," 66"," 92","   0.688","   3.620","   1.006","  45.000","    0","    0"
"11:39:47:608","3546086447012","   4.571","   6.987"," 4409"," 3200"," 4500"," 4756","  33.187"," 166.999","  46.389","  31.983"," 161.021","  44.728"," 83","0"," 67"," 85","   0.670","   3.687","   1.024","  45.000","    0","    0"
"11:39:47:708","3546317442440","   4.672","   6.992"," 4430"," 3600"," 4500"," 4772","  34.353"," 170.443","  47.345","  33.245"," 164.354","  45.654"," 84","0"," 67"," 91","   0.667","   3.754","   1.043","  45.000","    0","    0"
"11:39:47:808","3546548321546","   4.772","   6.807"," 4427"," 3700"," 4500"," 4745","  33.361"," 173.786","  48.274","  32.144"," 167.575","  46.549"," 84","0"," 65"," 85","   0.660","   3.820","   1.061","  45.000","    0","    0"
"11:39:47:908","3546779131202","   4.872","   7.134"," 4421"," 3800"," 4500"," 4755","  34.570"," 177.249","  49.236","  33.067"," 170.888","  47.469"," 83","0"," 67"," 88","   0.688","   3.889","   1.080","  45.000","    0","    0"
"11:39:48:009","3547009907652","   4.972","   6.808"," 4434"," 3700"," 4500"," 4765","  33.206"," 180.575","  50.160","  32.060"," 174.099","  48.361"," 83","0"," 67"," 84","   0.665","   3.956","   1.099","  45.000","    0","    0"
"11:39:48:109","3547241005658","   5.072","   6.798"," 4438"," 3900"," 4500"," 4764","  33.563"," 183.942","  51.095","  32.385"," 177.347","  49.263"," 84","0"," 67"," 84","   0.659","   4.022","   1.117","  45.000","    0","    0"
"11:39:48:209","3547472228418","   5.173","   6.917"," 4431"," 4000"," 4500"," 4748","  33.120"," 187.266","  52.018","  32.135"," 180.572","  50.159"," 84","0"," 67"," 85","   0.667","   4.089","   1.136","  45.000","    0","    0"
"11:39:48:314","3547714110212","   5.278","   7.506"," 4416"," 3900"," 4500"," 4764","  35.490"," 190.991","  53.053","  34.140"," 184.156","  51.155"," 83","0"," 67"," 97","   0.681","   4.160","   1.156","  45.000","    0","    0"
