"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"11:37:54:890","7001077801464","   0.104","   9.246"," 4296"," 3500"," 4400"," 4795","  29.572","   3.064","   0.851","  28.270","   2.929","   0.814"," 90","0"," 62"," 91","   0.930","   0.096","   0.027","  45.000","    0","    0"
"11:37:54:996","7001322260774","   0.210","  10.747"," 4327"," 3500"," 4500"," 4800","  36.253","   6.911","   1.920","  34.707","   6.612","   1.837"," 81","0"," 64","100","   1.012","   0.204","   0.057","  45.000","    0","    0"
"11:37:55:097","7001555475896","   0.311","   9.772"," 4139"," 3500"," 4500"," 4795","  29.052","   9.851","   2.736","  27.764","   9.422","   2.617"," 92","0"," 65"," 96","   0.821","   0.287","   0.080","  45.000","    0","    0"
"11:37:55:197","7001786656444","   0.411","   8.759"," 4475"," 3500"," 4600"," 4800","  34.505","  13.313","   3.698","  33.415","  12.775","   3.549"," 96","0"," 65"," 97","   0.762","   0.363","   0.101","  45.000","    0","    0"
"11:37:55:298","7002017668838","   0.512","  11.291"," 4217"," 3500"," 4600"," 4800","  35.209","  16.844","   4.679","  33.811","  16.165","   4.490"," 83","0"," 65"," 99","   0.914","   0.455","   0.126","  45.000","    0","    0"
"11:37:55:398","7002248671708","   0.612","   8.602"," 3931"," 3500"," 4400"," 4800","  23.655","  19.215","   5.338","  22.246","  18.395","   5.110"," 98","0"," 64"," 98","   0.841","   0.539","   0.150","  45.000","    0","    0"
"11:37:55:503","7002490954102","   0.717","   8.319"," 4141"," 3500"," 4600"," 4800","  26.273","  21.978","   6.105","  25.052","  21.030","   5.842"," 98","0"," 65","100","   0.852","   0.629","   0.175","  45.000","    0","    0"
"11:37:55:607","7002729538774","   0.820","   7.893"," 4225"," 3500"," 4600"," 4800","  28.318","  24.911","   6.920","  27.196","  23.846","   6.624","100","0"," 65","100","   0.820","   0.714","   0.198","  45.000","    0","    0"
"11:37:55:709","7002965122762","   0.923","   8.596"," 4144"," 3500"," 4600"," 4800","  27.338","  27.706","   7.696","  25.874","  26.491","   7.359"," 90","0"," 63","100","   0.879","   0.804","   0.223","  45.000","    0","    0"
"11:37:55:810","7003198191996","   1.024","   9.710"," 4491"," 3500"," 4600"," 4800","  38.115","  31.562","   8.767","  36.914","  30.226","   8.396"," 93","0"," 67"," 94","   0.878","   0.893","   0.248","  45.000","    0","    0"
"11:37:55:915","7003440599758","   1.129","   9.648"," 4456"," 3600"," 4600"," 4800","  35.470","  35.293","   9.804","  34.192","  33.823","   9.395"," 91","0"," 68"," 96","   0.950","   0.992","   0.276","  45.000","    0","    0"
"11:37:56:016","7003671773012","   1.229","  10.406"," 4365"," 3600"," 4500"," 4800","  35.982","  38.904","  10.807","  34.951","  37.330","  10.369"," 90","0"," 67"," 96","   0.860","   1.079","   0.300","  45.000","    0","    0"
"11:37:56:116","7003902971158","   1.330","  27.753"," 4053"," 3500"," 4500"," 4800","  65.661","  45.493","  12.637","  63.925","  43.744","  12.151"," 99","0"," 67"," 99","   1.130","   1.192","   0.331","  45.000","    0","    0"
"11:37:56:216","7004134016388","   1.430","  20.419"," 4155"," 3600"," 4400"," 4800","  54.300","  50.938","  14.149","  53.150","  49.074","  13.632"," 94","0"," 73","100","   1.025","   1.295","   0.360","  45.000","    0","    0"
"11:37:56:317","7004365674278","   1.531","  16.130"," 4254"," 3600"," 4500"," 4800","  50.876","  56.053","  15.570","  49.173","  54.018","  15.005"," 86","0"," 71","100","   1.145","   1.410","   0.392","  45.000","  300","  333"
"11:37:56:422","7004607990396","   1.636","  17.686"," 4122"," 3500"," 4500"," 4800","  48.151","  61.117","  16.977","  46.856","  58.946","  16.374"," 90","0"," 67","100","   1.069","   1.522","   0.423","  45.000","    0","    0"
"11:37:56:523","7004841483620","   1.737","  14.837"," 4326"," 3700"," 4500"," 4800","  48.756","  66.058","  18.350","  47.400","  63.750","  17.708","100","0"," 69","100","   1.036","   1.628","   0.452","  45.000","    0","    0"
"11:37:56:624","7005073351148","   1.838","  13.509"," 4304"," 3500"," 4500"," 4781","  44.856","  70.573","  19.603","  43.168","  68.094","  18.915","100","0"," 68","100","   1.157","   1.744","   0.484","  45.000","    0","    0"
"11:37:56:726","7005308482426","   1.940","  10.498"," 4107"," 3500"," 4500"," 4800","  31.499","  73.787","  20.496","  30.214","  71.178","  19.772","100","0"," 68","100","   0.991","   1.845","   0.513","  45.000","    0","    0"
"11:37:56:830","7005548181404","   2.044","  15.132"," 4094"," 1900"," 4400"," 4633","  40.571","  78.008","  21.669","  39.274","  75.264","  20.907"," 98","0"," 68","100","   1.031","   1.952","   0.542","  45.000","    0","    0"
"11:37:56:931","7005782100072","   2.145","  13.361"," 4231"," 3500"," 4600"," 4800","  40.700","  82.140","  22.817","  39.305","  79.254","  22.015"," 95","0"," 69","100","   1.183","   2.072","   0.576","  45.000","    0","    0"
"11:37:57:032","7006013359668","   2.246","  19.395"," 4199"," 3500"," 4600"," 4798","  55.438","  87.705","  24.362","  53.868","  84.661","  23.517","100","0"," 68","100","   1.230","   2.196","   0.610","  45.000","    0","    0"
