"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"11:37:48:440","6986217202754","   0.102","   9.672"," 4225"," 3400"," 4400"," 4795","  28.571","   2.902","   0.806","  27.058","   2.749","   0.764"," 82","0"," 61"," 86","   0.884","   0.090","   0.025","  45.000","    0","    0"
"11:37:48:547","6986464279392","   0.209","  11.013"," 4151"," 3500"," 4400"," 4800","  31.797","   6.312","   1.753","  30.590","   6.029","   1.675"," 76","0"," 62"," 92","   0.884","   0.185","   0.051","  45.000","    0","    0"
"11:37:48:648","6986695608580","   0.309","  10.708"," 3881"," 3100"," 4400"," 4800","  24.306","   8.753","   2.431","  23.197","   8.358","   2.322"," 86","0"," 62"," 87","   0.867","   0.272","   0.075","  45.000","    0","    0"
"11:37:48:751","6986934922182","   0.413","   9.366"," 4287"," 3600"," 4600"," 4800","  30.304","  11.900","   3.306","  29.052","  11.376","   3.160"," 90","0"," 62"," 91","   0.770","   0.352","   0.098","  45.000","    0","    0"
"11:37:48:856","6987175117918","   0.517","  10.808"," 4020"," 1900"," 4600"," 4537","  29.150","  14.939","   4.150","  28.039","  14.299","   3.972"," 79","0"," 61","100","   0.838","   0.439","   0.122","  45.000","    0","    0"
"11:37:48:957","6987408143954","   0.618","   9.522"," 3872"," 3500"," 4500"," 4800","  23.631","  17.329","   4.814","  21.832","  16.507","   4.585"," 92","0"," 62"," 92","   0.929","   0.533","   0.148","  45.000","    0","    0"
"11:37:49:058","6987641882832","   0.720","   9.267"," 4027"," 3500"," 4600"," 4800","  24.713","  19.837","   5.510","  23.619","  18.903","   5.251"," 89","0"," 63"," 97","   0.998","   0.634","   0.176","  45.000","    0","    0"
"11:37:49:163","6987884217524","   0.825","   8.998"," 4541"," 3700"," 4600"," 4800","  37.031","  23.731","   6.592","  35.786","  22.667","   6.296","100","0"," 64","100","   0.967","   0.736","   0.204","  45.000","    0","    0"
"11:37:49:269","6988126437468","   0.930","   9.658"," 3963"," 3400"," 4600"," 4800","  25.637","  26.427","   7.341","  24.312","  25.223","   7.006"," 85","0"," 64","100","   0.903","   0.831","   0.231","  45.000","    0","    0"
"11:37:49:374","6988368676704","   1.035","  10.483"," 4045"," 3500"," 4600"," 4800","  28.040","  29.375","   8.160","  26.756","  28.036","   7.788"," 79","0"," 62"," 92","   0.838","   0.919","   0.255","  45.000","    0","    0"
"11:37:49:479","6988610931404","   1.141","   9.683"," 3848"," 3100"," 4600"," 4800","  22.747","  31.766","   8.824","  21.276","  30.273","   8.409"," 80","0"," 63"," 89","   0.841","   1.008","   0.280","  45.000","    0","    0"
"11:37:49:580","6988845096106","   1.242","  10.150"," 4000"," 3500"," 4500"," 4800","  26.168","  34.426","   9.563","  25.018","  32.816","   9.116"," 79","0"," 62"," 96","   0.825","   1.091","   0.303","  45.000","    0","    0"
"11:37:49:684","6989083225778","   1.345","  18.667"," 4166"," 3600"," 4600"," 4800","  49.588","  39.551","  10.986","  48.775","  37.857","  10.516"," 94","0"," 64"," 94","   1.131","   1.208","   0.336","  45.000","    0","    0"
"11:37:49:784","6989314434764","   1.446","  19.740"," 4238"," 3600"," 4600"," 4800","  57.523","  45.324","  12.590","  55.644","  43.441","  12.067"," 99","0"," 66","100","   1.150","   1.324","   0.368","  45.000","    0","    0"
"11:37:49:889","6989556771498","   1.551","  18.550"," 4170"," 3500"," 4500"," 4800","  51.843","  50.777","  14.105","  50.419","  48.744","  13.540"," 98","0"," 67","100","   1.159","   1.446","   0.402","  45.000","    0","    0"
"11:37:49:990","6989787653912","   1.651","  14.855"," 4227"," 3500"," 4600"," 4800","  44.645","  55.250","  15.347","  43.493","  53.103","  14.751"," 92","0"," 68","100","   1.043","   1.550","   0.431","  45.000","    0","    0"
"11:37:50:090","6990019026368","   1.752","  17.180"," 4175"," 3600"," 4600"," 4800","  49.440","  60.215","  16.726","  47.719","  57.895","  16.082","100","0"," 68","100","   1.037","   1.654","   0.460","  45.000","    0","    0"
"11:37:50:195","6990261302450","   1.857","  13.056"," 4305"," 3600"," 4500"," 4797","  42.837","  64.720","  17.978","  41.623","  62.272","  17.298","100","0"," 69","100","   1.032","   1.763","   0.490","  45.000","    0","    0"
"11:37:50:300","6990503507360","   1.962","  10.512"," 4316"," 3500"," 4600"," 4796","  36.084","  68.513","  19.031","  34.835","  65.934","  18.315"," 98","0"," 67","100","   0.959","   1.864","   0.518","  45.000","    0","    0"
"11:37:50:400","6990734313460","   2.062","  15.673"," 4383"," 3600"," 4600"," 4800","  52.502","  73.773","  20.492","  51.453","  71.088","  19.747"," 95","0"," 67","100","   1.030","   1.967","   0.546","  45.000","    0","    0"
"11:37:50:505","6990976355306","   2.167","  14.130"," 4214"," 3500"," 4600"," 4800","  43.832","  78.377","  21.771","  42.085","  75.509","  20.975"," 85","0"," 67","100","   1.147","   2.087","   0.580","  45.000","    0","    0"
"11:37:50:606","6991207553958","   2.267","  20.433"," 3977"," 3500"," 4500"," 4800","  48.080","  83.202","  23.112","  46.451","  80.170","  22.270"," 83","0"," 67"," 95","   1.136","   2.201","   0.612","  45.000","    0","    0"
"11:37:50:706","6991438599708","   2.368","  15.622"," 3592"," 3500"," 3900"," 4800","  26.071","  85.816","  23.838","  24.753","  82.653","  22.959"," 83","0"," 65"," 90","   1.130","   2.315","   0.643","  45.000","    0","    0"
"11:37:50:807","6991670107254","   2.468","  10.077"," 4009"," 3500"," 4600"," 4800","  27.345","  88.564","  24.601","  26.508","  85.316","  23.699","100","0"," 65","100","   0.822","   2.397","   0.666","  45.000","    0","    0"
"11:37:50:912","6991912471766","   2.573","  13.839"," 4242"," 3500"," 4600"," 4800","  42.099","  92.993","  25.831","  40.801","  89.608","  24.891","100","0"," 66","100","   0.930","   2.495","   0.693","  45.000","    0","    0"
"11:37:51:012","6992143664580","   2.674","  14.913"," 4118"," 3500"," 4500"," 4703","  41.281","  97.135","  26.982","  39.350","  93.557","  25.988"," 79","0"," 66","100","   0.980","   2.594","   0.720","  45.000","    0","    0"
