"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:22:08:593","17694743210344","   0.100","   8.199"," 4259"," 3600"," 4500"," 4800","  27.490","   2.756","   0.765","  25.881","   2.594","   0.721"," 83","0"," 59"," 84","   0.853","   0.086","   0.024","  45.000","    0","    0"
"13:22:08:698","17694984525146","   0.205","   8.677"," 4297"," 3600"," 4400"," 4795","  30.304","   5.930","   1.647","  29.034","   5.635","   1.565"," 80","0"," 60"," 92","   0.756","   0.165","   0.046","  45.000","    0","    0"
"13:22:08:800","17695218869186","   0.307","   8.534"," 4352"," 3600"," 4400"," 4800","  30.349","   9.017","   2.505","  28.936","   8.579","   2.383"," 79","0"," 61"," 90","   0.796","   0.246","   0.068","  45.000","    0","    0"
"13:22:08:901","17695451427868","   0.408","   7.981"," 4383"," 3800"," 4600"," 4800","  29.916","  12.036","   3.343","  28.655","  11.471","   3.186"," 89","0"," 62"," 91","   0.717","   0.318","   0.088","  45.000","    0","    0"
"13:22:09:001","17695682785282","   0.508","   9.389"," 4450"," 3700"," 4600"," 4800","  36.197","  15.671","   4.353","  35.086","  14.994","   4.165"," 84","0"," 63"," 94","   0.801","   0.398","   0.111","  45.000","    0","    0"
"13:22:09:106","17695925071386","   0.613","   7.426"," 4142"," 3500"," 4500"," 4800","  25.905","  18.395","   5.110","  24.345","  17.554","   4.876","100","0"," 61","100","   0.879","   0.491","   0.136","  45.000","    0","    0"
"13:22:09:208","17696158367354","   0.714","   7.230"," 4087"," 3500"," 4500"," 4800","  23.176","  20.742","   5.762","  21.655","  19.747","   5.485"," 76","0"," 62","100","   0.872","   0.579","   0.161","  45.000","    0","    0"
"13:22:09:308","17696389316298","   0.815","   7.479"," 4458"," 3700"," 4500"," 4800","  30.622","  23.811","   6.614","  29.455","  22.699","   6.305"," 98","0"," 63"," 98","   0.679","   0.647","   0.180","  45.000","    0","    0"
"13:22:09:408","17696620561694","   0.915","  12.583"," 4209"," 3500"," 4500"," 4800","  39.073","  27.733","   7.704","  38.074","  26.521","   7.367"," 83","0"," 63","100","   0.760","   0.723","   0.201","  45.000","    0","    0"
"13:22:09:511","17696857522144","   1.018","  19.671"," 4230"," 3600"," 4400"," 4800","  56.671","  33.561","   9.323","  55.278","  32.206","   8.946"," 99","0"," 68","100","   0.867","   0.813","   0.226","  45.000","    0","    0"
"13:22:09:616","17697099929390","   1.123","  16.756"," 4302"," 3600"," 4500"," 4800","  52.135","  39.047","  10.846","  51.031","  37.575","  10.438"," 89","0"," 69","100","   1.039","   0.922","   0.256","  45.000","    0","    0"
"13:22:09:718","17697332993052","   1.224","  27.916"," 3699"," 3400"," 4500"," 4800","  48.128","  43.915","  12.199","  46.071","  42.235","  11.732"," 81","0"," 66"," 92","   1.655","   1.089","   0.303","  45.000","    0","    0"
"13:22:09:818","17697565294714","   1.325","  16.597"," 4138"," 3500"," 4500"," 4800","  44.759","  48.428","  13.452","  43.724","  46.644","  12.957"," 95","0"," 65"," 96","   0.954","   1.186","   0.329","  45.000","    0","    0"
"13:22:09:922","17697805066704","   1.429","  12.525"," 4332"," 3600"," 4500"," 4800","  43.234","  52.927","  14.702","  41.933","  51.008","  14.169"," 91","0"," 65","100","   0.945","   1.284","   0.357","  45.000","    0","    0"
"13:22:10:028","17698047228512","   1.534","   9.945"," 4272"," 3600"," 4500"," 4800","  34.578","  56.561","  15.712","  32.895","  54.465","  15.129"," 85","0"," 64","100","   1.034","   1.393","   0.387","  45.000","    0","    0"
"13:22:10:133","17698289410288","   1.639","   9.606"," 4489"," 3900"," 4600"," 4800","  39.626","  60.727","  16.869","  38.105","  58.471","  16.242","100","0"," 65","100","   0.880","   1.485","   0.413","  45.000","    0","    0"
"13:22:10:238","17698531636028","   1.745","  14.519"," 4366"," 3600"," 4600"," 4800","  50.046","  65.988","  18.330","  48.679","  63.588","  17.663"," 89","0"," 67","100","   1.078","   1.598","   0.444","  45.000","    0","    0"
"13:22:10:343","17698773821918","   1.850","  14.509"," 4293"," 3500"," 4500"," 4800","  47.761","  71.009","  19.725","  46.573","  68.484","  19.023","100","0"," 66","100","   0.985","   1.702","   0.473","  45.000","    0","    0"
"13:22:10:446","17699011611832","   1.953","  14.843"," 4079"," 3500"," 4600"," 4800","  39.410","  75.076","  20.854","  37.883","  72.394","  20.109"," 81","0"," 65","100","   1.159","   1.821","   0.506","  45.000","    0","    0"
"13:22:10:551","17699252434426","   2.057","   8.605"," 4031"," 3100"," 4600"," 4800","  25.902","  77.783","  21.607","  24.563","  74.961","  20.823"," 92","0"," 67"," 92","   0.821","   1.907","   0.530","  45.000","    0","    0"
"13:22:10:651","17699484662008","   2.158","   9.461"," 4438"," 3800"," 4600"," 4800","  36.739","  81.487","  22.635","  35.891","  78.579","  21.827"," 90","0"," 67","100","   0.824","   1.990","   0.553","  45.000","    0","    0"
"13:22:10:752","17699716343340","   2.259","   7.687"," 4450"," 3500"," 4600"," 4721","  33.377","  84.843","  23.567","  31.776","  81.774","  22.715"," 79","0"," 66"," 99","   0.770","   2.068","   0.574","  45.000","    0","    0"
"13:22:10:852","17699947058146","   2.359","   8.020"," 4160"," 3500"," 4600"," 4593","  28.325","  87.679","  24.355","  26.909","  84.469","  23.463"," 78","0"," 65"," 84","   0.841","   2.152","   0.598","  45.000","    0","    0"
"13:22:10:952","17700177844586","   2.459","   9.199"," 4351"," 3600"," 4500"," 4790","  39.265","  91.612","  25.448","  38.123","  88.287","  24.524"," 82","0"," 65"," 93","   0.770","   2.229","   0.619","  45.000","    0","    0"
"13:22:11:052","17700408668212","   2.559","   9.388"," 4386"," 3700"," 4500"," 4795","  41.275","  95.747","  26.596","  40.037","  92.298","  25.638"," 88","0"," 65","100","   0.716","   2.301","   0.639","  45.000","    0","    0"
"13:22:11:154","17700642964076","   2.661","  10.599"," 4319"," 3700"," 4500"," 4793","  43.072"," 100.127","  27.813","  41.721","  96.541","  26.817"," 87","0"," 65","100","   0.739","   2.376","   0.660","  45.000","    0","    0"
"13:22:11:255","17700874149640","   2.761","   8.234"," 4397"," 3800"," 4500"," 4777","  37.997"," 103.940","  28.872","  36.877"," 100.241","  27.845"," 83","0"," 67"," 93","   0.700","   2.446","   0.679","  45.000","    0","    0"
"13:22:11:355","17701104979606","   2.861","   8.464"," 4371"," 3700"," 4500"," 4778","  38.833"," 107.831","  29.953","  37.292"," 103.977","  28.883"," 85","0"," 65"," 92","   0.693","   2.516","   0.699","  45.000","    0","    0"
"13:22:11:455","17701336015014","   2.962","   9.757"," 4370"," 3700"," 4500"," 4785","  41.462"," 111.988","  31.108","  40.378"," 108.026","  30.007","100","0"," 65","100","   0.746","   2.590","   0.720","  45.000","    0","    0"
"13:22:11:555","17701566816610","   3.062","  10.462"," 4244"," 3700"," 4500"," 4789","  40.261"," 116.021","  32.228","  38.976"," 111.931","  31.092"," 84","0"," 65","100","   0.731","   2.664","   0.740","  45.000","    0","    0"
"13:22:11:656","17701798088704","   3.162","   7.187"," 4386"," 3700"," 4500"," 4750","  34.354"," 119.470","  33.186","  33.304"," 115.274","  32.021"," 84","0"," 68"," 85","   0.679","   2.732","   0.759","  45.000","    0","    0"
"13:22:11:756","17702030363038","   3.263","   8.546"," 4331"," 3600"," 4500"," 4766","  37.596"," 123.260","  34.239","  36.292"," 118.933","  33.037"," 82","0"," 66"," 93","   0.702","   2.803","   0.778","  45.000","    0","    0"
"13:22:11:857","17702261270398","   3.363","   8.597"," 4366"," 3600"," 4500"," 4766","  38.124"," 127.081","  35.300","  36.754"," 122.616","  34.060"," 83","0"," 66"," 98","   0.747","   2.877","   0.799","  45.000","    0","    0"
"13:22:11:957","17702492109802","   3.464","  10.583"," 4272"," 3400"," 4500"," 4792","  41.602"," 131.249","  36.458","  39.881"," 126.612","  35.170"," 88","0"," 66"," 96","   0.827","   2.960","   0.822","  45.000","    0","    0"
"13:22:12:057","17702723099984","   3.564","   8.117"," 4351"," 3700"," 4400"," 4776","  35.637"," 134.822","  37.450","  34.519"," 130.073","  36.131"," 84","0"," 66"," 89","   0.689","   3.029","   0.841","  45.000","    0","    0"
"13:22:12:157","17702953830596","   3.664","   8.195"," 4360"," 3900"," 4500"," 4786","  36.640"," 138.491","  38.470","  35.473"," 133.625","  37.118"," 84","0"," 66"," 87","   0.684","   3.098","   0.861","  45.000","    0","    0"
"13:22:12:257","17703184732264","   3.764","   8.039"," 4406"," 3600"," 4500"," 4772","  37.193"," 142.218","  39.505","  36.001"," 137.233","  38.120"," 85","0"," 68"," 93","   0.686","   3.167","   0.880","  45.000","    0","    0"
"13:22:12:358","17703415803820","   3.864","   8.007"," 4394"," 3800"," 4500"," 4773","  37.271"," 145.956","  40.543","  35.786"," 140.822","  39.117"," 86","0"," 68"," 92","   0.691","   3.236","   0.899","  45.000","    0","    0"
"13:22:12:458","17703646669144","   3.965","   8.135"," 4382"," 3300"," 4500"," 4785","  37.150"," 149.679","  41.577","  36.006"," 144.430","  40.119"," 84","0"," 66"," 96","   0.696","   3.306","   0.918","  45.000","    0","    0"
