"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:23:24:704","17870132397364","   0.103","   7.843"," 4263"," 3200"," 4400"," 4794","  26.891","   2.767","   0.769","  25.347","   2.608","   0.724"," 87","0"," 60"," 88","   0.788","   0.081","   0.023","  45.000","    0","    0"
"13:23:24:809","17870374245950","   0.208","   9.125"," 4317"," 3600"," 4400"," 4800","  31.674","   6.092","   1.692","  30.585","   5.819","   1.616"," 76","0"," 61"," 92","   0.794","   0.164","   0.046","  45.000","    0","    0"
"13:23:24:914","17870617071042","   0.313","   8.133"," 4386"," 3600"," 4500"," 4800","  31.026","   9.362","   2.601","  29.404","   8.918","   2.477"," 81","0"," 62","100","   0.767","   0.245","   0.068","  45.000","    0","    0"
"13:23:25:016","17870851566380","   0.415","   8.316"," 4436"," 3700"," 4600"," 4800","  33.037","  12.724","   3.535","  32.114","  12.186","   3.385"," 96","0"," 63"," 96","   0.723","   0.319","   0.089","  45.000","    0","    0"
"13:23:25:120","17871092447038","   0.519","   9.241"," 4372"," 3600"," 4600"," 4800","  34.484","  16.329","   4.536","  32.904","  15.626","   4.341"," 84","0"," 65"," 95","   0.900","   0.413","   0.115","  45.000","    0","    0"
"13:23:25:223","17871329761956","   0.622","   7.236"," 4120"," 3500"," 4400"," 4800","  24.544","  18.857","   5.238","  23.159","  18.011","   5.003"," 98","0"," 64"," 99","   0.788","   0.494","   0.137","  45.000","    0","    0"
"13:23:25:327","17871568295984","   0.725","   7.490"," 4369"," 3600"," 4600"," 4800","  29.970","  21.960","   6.100","  28.452","  20.957","   5.821"," 98","0"," 64"," 98","   0.880","   0.585","   0.163","  45.000","  350","  333"
"13:23:25:427","17871799982228","   0.826","   7.427"," 4347"," 3800"," 4600"," 4800","  28.726","  24.849","   6.902","  27.668","  23.739","   6.594","100","0"," 66","100","   0.676","   0.653","   0.181","  45.000","    0","    0"
"13:23:25:531","17872039676162","   0.930","  15.468"," 4084"," 3500"," 4600"," 4800","  41.178","  29.133","   8.092","  40.189","  27.920","   7.756"," 92","0"," 63","100","   0.806","   0.737","   0.205","  45.000","    0","    0"
"13:23:25:636","17872280803140","   1.034","  17.769"," 4295"," 3600"," 4600"," 4800","  54.153","  34.800","   9.667","  52.511","  33.416","   9.282"," 91","0"," 68","100","   0.881","   0.829","   0.230","  45.000","    0","    0"
"13:23:25:736","17872511759782","   1.135","  16.733"," 4231"," 3500"," 4500"," 4797","  49.255","  39.738","  11.038","  48.145","  38.242","  10.623"," 91","0"," 66","100","   1.029","   0.932","   0.259","  45.000","    0","    0"
"13:23:25:836","17872743449178","   1.235","  16.674"," 4119"," 3500"," 4500"," 4800","  45.724","  44.336","  12.315","  43.920","  42.659","  11.850"," 92","0"," 67"," 99","   1.215","   1.055","   0.293","  45.000","    0","    0"
"13:23:25:936","17872974239310","   1.335","  15.837"," 4230"," 3600"," 4400"," 4800","  46.342","  48.978","  13.605","  45.036","  47.170","  13.103"," 86","0"," 67","100","   0.959","   1.151","   0.320","  45.000","    0","    0"
"13:23:26:038","17873208105808","   1.437","  11.715"," 4410"," 3400"," 4600"," 4800","  42.627","  53.305","  14.807","  41.550","  51.387","  14.274"," 94","0"," 67","100","   0.964","   1.248","   0.347","  45.000","    0","    0"
"13:23:26:143","17873450463908","   1.542","   9.095"," 4415"," 3700"," 4600"," 4800","  36.882","  57.184","  15.885","  35.196","  55.090","  15.303"," 95","0"," 67","100","   0.990","   1.353","   0.376","  45.000","    0","    0"
"13:23:26:246","17873689150602","   1.645","  11.398"," 4494"," 3900"," 4600"," 4800","  44.519","  61.796","  17.166","  43.604","  59.607","  16.557","100","0"," 66","100","   0.891","   1.445","   0.401","  45.000","    0","    0"
"13:23:26:346","17873920075594","   1.745","  13.995"," 4209"," 3600"," 4600"," 4800","  43.660","  66.172","  18.381","  42.134","  63.830","  17.731"," 85","0"," 65","100","   1.100","   1.555","   0.432","  45.000","    0","    0"
"13:23:26:452","17874162353140","   1.850","  15.732"," 4276"," 3500"," 4600"," 4800","  50.097","  71.440","  19.844","  48.784","  68.960","  19.156","100","0"," 66","100","   1.048","   1.665","   0.463","  45.000","    0","    0"
"13:23:26:554","17874397638752","   1.952","  14.108"," 4017"," 3500"," 4500"," 4800","  36.506","  75.168","  20.880","  34.727","  72.506","  20.141","100","0"," 67","100","   1.162","   1.784","   0.496","  45.000","    0","    0"
"13:23:26:656","17874632993054","   2.054","   7.674"," 4190"," 3500"," 4600"," 4800","  25.910","  77.815","  21.615","  24.757","  75.035","  20.843"," 91","0"," 65","100","   0.728","   1.859","   0.516","  45.000","    0","    0"
"13:23:26:757","17874866546326","   2.156","   9.033"," 4429"," 3500"," 4600"," 4800","  35.531","  81.417","  22.616","  34.408","  78.523","  21.812"," 91","0"," 65","100","   0.765","   1.936","   0.538","  45.000","    0","    0"
"13:23:26:857","17875097773870","   2.256","   7.717"," 4372"," 3500"," 4600"," 4627","  31.945","  84.622","  23.506","  30.451","  81.579","  22.661"," 78","0"," 67"," 99","   0.828","   2.019","   0.561","  45.000","    0","    0"
"13:23:26:959","17875332459504","   2.358","   7.779"," 4146"," 3500"," 4500"," 4590","  28.761","  87.552","  24.320","  27.482","  84.378","  23.438"," 82","0"," 65"," 82","   0.822","   2.103","   0.584","  45.000","    0","    0"
"13:23:27:059","17875563618574","   2.458","   9.727"," 4266"," 3600"," 4400"," 4790","  39.757","  91.541","  25.428","  38.243","  88.215","  24.504"," 87","0"," 66"," 89","   0.735","   2.177","   0.605","  45.000","    0","    0"
"13:23:27:159","17875794525104","   2.558","  10.446"," 4304"," 3700"," 4500"," 4797","  41.761","  95.726","  26.591","  40.655","  92.290","  25.636"," 84","0"," 67"," 93","   0.726","   2.249","   0.625","  45.000","    0","    0"
"13:23:27:259","17876025297400","   2.658","   9.906"," 4337"," 3700"," 4500"," 4794","  41.322","  99.865","  27.740","  40.065","  96.303","  26.751"," 90","0"," 67"," 91","   0.732","   2.323","   0.645","  45.000","    0","    0"
"13:23:27:360","17876256522096","   2.758","   8.422"," 4377"," 3700"," 4500"," 4788","  38.039"," 103.683","  28.801","  37.007"," 100.017","  27.782"," 87","0"," 67"," 95","   0.689","   2.392","   0.664","  45.000","    0","    0"
"13:23:27:460","17876487276420","   2.859","   8.303"," 4368"," 3700"," 4500"," 4766","  37.140"," 107.402","  29.834","  35.561"," 103.578","  28.772"," 87","0"," 66"," 91","   0.714","   2.463","   0.684","  45.000","    0","    0"
"13:23:27:560","17876718469394","   2.959","   9.833"," 4373"," 3900"," 4500"," 4796","  41.680"," 111.585","  30.996","  40.598"," 107.652","  29.903"," 90","0"," 66","100","   0.730","   2.537","   0.705","  45.000","    0","    0"
"13:23:27:660","17876949401996","   3.059","   9.858"," 4296"," 3700"," 4500"," 4782","  40.590"," 115.653","  32.126","  39.441"," 111.605","  31.001"," 84","0"," 67"," 99","   0.726","   2.609","   0.725","  45.000","    0","    0"
"13:23:27:760","17877180325064","   3.159","   6.968"," 4423"," 3200"," 4500"," 4753","  35.044"," 119.165","  33.101","  33.758"," 114.989","  31.941"," 84","0"," 67"," 86","   0.674","   2.677","   0.744","  45.000","    0","    0"
"13:23:27:860","17877411160768","   3.259","   8.803"," 4343"," 3700"," 4500"," 4781","  38.274"," 123.000","  34.167","  37.117"," 118.707","  32.974"," 83","0"," 66"," 86","   0.698","   2.747","   0.763","  45.000","    0","    0"
"13:23:27:961","17877643643820","   3.360","   8.580"," 4348"," 3500"," 4500"," 4778","  38.171"," 126.852","  35.237","  36.751"," 122.416","  34.004"," 84","0"," 66"," 92","   0.813","   2.829","   0.786","  45.000","    0","    0"
"13:23:28:066","17877884855950","   3.465","  10.335"," 4293"," 3400"," 4500"," 4791","  41.169"," 131.162","  36.434","  39.764"," 126.579","  35.161"," 86","0"," 66"," 95","   0.732","   2.906","   0.807","  45.000","    0","    0"
"13:23:28:167","17878117313584","   3.565","   7.649"," 4382"," 3800"," 4500"," 4762","  36.071"," 134.801","  37.445","  34.792"," 130.089","  36.136"," 85","0"," 68"," 92","   0.690","   2.975","   0.826","  45.000","    0","    0"
"13:23:28:267","17878348218646","   3.666","   8.243"," 4370"," 3700"," 4500"," 4777","  37.609"," 138.570","  38.492","  36.486"," 133.746","  37.152"," 85","0"," 66"," 91","   0.687","   3.044","   0.846","  45.000","    0","    0"
"13:23:28:367","17878580020138","   3.766","   8.360"," 4382"," 3800"," 4500"," 4776","  38.501"," 142.444","  39.568","  37.065"," 137.475","  38.187"," 85","0"," 66"," 91","   0.703","   3.115","   0.865","  45.000","    0","    0"
"13:23:28:470","17878816264868","   3.869","   7.886"," 4393"," 3800"," 4500"," 4772","  36.668"," 146.203","  40.612","  35.617"," 141.127","  39.202"," 86","0"," 67"," 93","   0.690","   3.185","   0.885","  45.000","    0","    0"
"13:23:28:570","17879047238974","   3.969","   8.038"," 4397"," 3800"," 4500"," 4786","  37.602"," 149.973","  41.659","  36.103"," 144.746","  40.207"," 84","0"," 68"," 89","   0.702","   3.256","   0.904","  45.000","    0","    0"
"13:23:28:670","17879278478442","   4.069","   7.784"," 4415"," 3700"," 4500"," 4765","  36.643"," 153.651","  42.681","  35.542"," 148.313","  41.198"," 90","0"," 66"," 98","   0.686","   3.325","   0.924","  45.000","    0","    0"
"13:23:28:770","17879509316292","   4.169","   7.051"," 4434"," 3500"," 4500"," 4765","  34.851"," 157.142","  43.651","  33.653"," 151.685","  42.135"," 86","0"," 67"," 90","   0.676","   3.392","   0.942","  45.000","    0","    0"
"13:23:28:873","17879745315426","   4.272","   7.308"," 4421"," 3900"," 4500"," 4766","  35.671"," 160.796","  44.666","  34.245"," 155.193","  43.109"," 86","0"," 68"," 95","   0.683","   3.462","   0.962","  45.000","    0","    0"
"13:23:28:973","17879976846296","   4.372","   7.723"," 4365"," 3600"," 4500"," 4771","  35.442"," 164.358","  45.655","  34.154"," 158.625","  44.062"," 84","0"," 67"," 87","   0.785","   3.541","   0.984","  45.000","    0","    0"
"13:23:29:073","17880208061402","   4.472","   7.405"," 4354"," 3700"," 4400"," 4749","  33.122"," 167.682","  46.578","  32.007"," 161.837","  44.955"," 83","0"," 68"," 97","   0.677","   3.609","   1.003","  45.000","    0","    0"
