"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:09:47:526","15987344755734","   0.101","   7.841"," 4292"," 3300"," 4400"," 4800","  27.177","   2.731","   0.759","  25.592","   2.572","   0.714"," 84","0"," 58"," 85","   0.804","   0.081","   0.022","  45.000","    0","    0"
"13:09:47:631","15987586552832","   0.205","   8.648"," 4305"," 3600"," 4400"," 4795","  29.757","   5.854","   1.626","  28.550","   5.568","   1.547"," 70","0"," 60"," 85","   0.793","   0.164","   0.046","  45.000","    0","    0"
"13:09:47:731","15987817585874","   0.306","   8.696"," 4361"," 3700"," 4400"," 4800","  30.464","   8.909","   2.475","  29.128","   8.489","   2.358"," 86","0"," 63"," 86","   0.798","   0.244","   0.068","  45.000","    0","    0"
"13:09:47:832","15988048803400","   0.406","   7.349"," 4463"," 3600"," 4600"," 4800","  30.105","  11.930","   3.314","  29.083","  11.408","   3.169"," 91","0"," 64"," 92","   0.662","   0.311","   0.086","  45.000","    0","    0"
"13:09:47:932","15988280561676","   0.507","   8.954"," 4458"," 3700"," 4600"," 4800","  35.544","  15.506","   4.307","  34.034","  14.831","   4.120"," 86","0"," 63"," 92","   0.846","   0.396","   0.110","  45.000","    0","    0"
"13:09:48:033","15988511801816","   0.607","   7.277"," 4150"," 3500"," 4600"," 4800","  25.332","  18.048","   5.013","  23.978","  17.238","   4.788"," 89","0"," 61"," 91","   0.837","   0.480","   0.133","  45.000","    0","    0"
"13:09:48:137","15988752718718","   0.712","   7.130"," 4125"," 3600"," 4600"," 4800","  23.784","  20.535","   5.704","  22.280","  19.567","   5.435"," 78","0"," 61"," 89","   0.870","   0.571","   0.159","  45.000","    0","    0"
"13:09:48:242","15988994946036","   0.817","   7.337"," 4503"," 3800"," 4600"," 4800","  31.093","  23.804","   6.612","  30.001","  22.721","   6.312"," 89","0"," 64"," 90","   0.670","   0.641","   0.178","  45.000","    0","    0"
"13:09:48:344","15989229149646","   0.918","  15.226"," 4174"," 3500"," 4600"," 4800","  44.473","  28.325","   7.868","  43.745","  27.168","   7.547"," 84","0"," 64"," 93","   0.833","   0.726","   0.202","  45.000","    0","    0"
"13:09:48:444","15989460064768","   1.019","  17.905"," 4258"," 3600"," 4600"," 4800","  53.442","  33.681","   9.356","  51.557","  32.335","   8.982"," 87","0"," 67"," 95","   0.915","   0.818","   0.227","  45.000","    0","    0"
"13:09:48:544","15989690884090","   1.119","  15.859"," 4271"," 3500"," 4500"," 4800","  48.831","  38.573","  10.715","  47.709","  37.115","  10.310"," 98","0"," 65","100","   0.978","   0.916","   0.254","  45.000","    0","    0"
"13:09:48:646","15989925470326","   1.221","  17.535"," 4177"," 3600"," 4500"," 4800","  50.332","  43.698","  12.138","  48.545","  42.058","  11.683"," 87","0"," 65","100","   1.239","   1.042","   0.289","  45.000","    0","    0"
"13:09:48:751","15990167740956","   1.326","  15.876"," 4229"," 3600"," 4400"," 4800","  47.619","  48.705","  13.529","  46.427","  46.940","  13.039"," 91","0"," 66"," 99","   0.961","   1.143","   0.317","  45.000","    0","    0"
"13:09:48:857","15990409937138","   1.431","  11.701"," 4388"," 3500"," 4500"," 4800","  41.880","  53.107","  14.752","  40.543","  51.202","  14.223"," 89","0"," 66"," 99","   0.966","   1.244","   0.346","  45.000","    0","    0"
"13:09:48:960","15990647194478","   1.534","   9.172"," 4402"," 3600"," 4500"," 4800","  36.156","  56.830","  15.786","  34.662","  54.771","  15.214"," 88","0"," 67"," 99","   0.991","   1.346","   0.374","  45.000","    0","    0"
"13:09:49:063","15990886114448","   1.638","  11.480"," 4440"," 4000"," 4500"," 4800","  42.883","  61.277","  17.021","  41.503","  59.075","  16.410"," 93","0"," 68","100","   0.907","   1.440","   0.400","  45.000","    0","    0"
"13:09:49:165","15991119663318","   1.739","  13.985"," 4347"," 3600"," 4600"," 4800","  48.579","  66.202","  18.389","  47.374","  63.877","  17.744"," 85","0"," 65","100","   1.092","   1.551","   0.431","  45.000","    0","    0"
"13:09:49:267","15991354962092","   1.841","  15.678"," 4262"," 3600"," 4600"," 4800","  49.253","  71.232","  19.787","  47.919","  68.771","  19.103"," 87","0"," 66","100","   1.038","   1.657","   0.460","  45.000","    0","    0"
"13:09:49:372","15991597159302","   1.946","  14.054"," 4030"," 3500"," 4500"," 4800","  35.820","  74.997","  20.833","  34.340","  72.380","  20.106"," 83","0"," 63"," 96","   1.158","   1.779","   0.494","  45.000","    0","    0"
"13:09:49:476","15991837440166","   2.050","   7.593"," 4384"," 3500"," 4600"," 4800","  29.592","  78.083","  21.690","  28.463","  75.349","  20.930"," 90","0"," 66"," 91","   0.730","   1.855","   0.515","  45.000","    0","    0"
"13:09:49:581","15992079923436","   2.156","   8.752"," 4479"," 3800"," 4600"," 4800","  36.416","  81.916","  22.754","  35.021","  79.035","  21.954"," 92","0"," 66","100","   0.754","   1.934","   0.537","  45.000","    0","    0"
"13:09:49:682","15992311079554","   2.256","   7.774"," 4316"," 3500"," 4600"," 4590","  29.982","  84.924","  23.590","  28.524","  81.896","  22.749"," 74","0"," 67"," 96","   0.843","   2.019","   0.561","  45.000","    0","    0"
"13:09:49:782","15992541927622","   2.356","   8.031"," 4259"," 3600"," 4400"," 4741","  31.312","  88.061","  24.461","  30.028","  84.905","  23.585"," 81","0"," 64"," 82","   0.830","   2.102","   0.584","  45.000","    0","    0"
"13:09:49:882","15992772833434","   2.456","   9.223"," 4379"," 3100"," 4500"," 4793","  39.472","  92.017","  25.560","  38.342","  88.748","  24.652"," 83","0"," 65"," 92","   0.714","   2.174","   0.604","  45.000","    0","    0"
"13:09:49:982","15993003811716","   2.557","  10.480"," 4335"," 3700"," 4500"," 4798","  42.766","  96.304","  26.751","  41.210","  92.879","  25.800"," 83","0"," 67","100","   0.729","   2.247","   0.624","  45.000","    0","    0"
"13:09:50:088","15993246135878","   2.662","   9.408"," 4354"," 3600"," 4500"," 4774","  39.688"," 100.478","  27.911","  38.543","  96.933","  26.926"," 82","0"," 65","100","   0.728","   2.323","   0.645","  45.000","    0","    0"
"13:09:50:192","15993485941200","   2.766","   8.239"," 4404"," 3900"," 4500"," 4772","  37.157"," 104.346","  28.985","  35.985"," 100.678","  27.966"," 83","0"," 65"," 89","   0.686","   2.395","   0.665","  45.000","    0","    0"
"13:09:50:292","15993716679562","   2.866","   8.385"," 4382"," 3700"," 4500"," 4776","  37.753"," 108.127","  30.035","  36.580"," 104.342","  28.984"," 82","0"," 67"," 92","   0.711","   2.466","   0.685","  45.000","    0","    0"
"13:09:50:392","15993947996566","   2.967","  10.748"," 4332"," 3700"," 4500"," 4790","  42.806"," 112.424","  31.229","  41.341"," 108.492","  30.137"," 88","0"," 65"," 99","   0.747","   2.541","   0.706","  45.000","    0","    0"
"13:09:50:492","15994178784296","   3.067","   9.063"," 4285"," 3300"," 4500"," 4772","  37.543"," 116.185","  32.274","  36.370"," 112.135","  31.149"," 82","0"," 65"," 90","   0.714","   2.612","   0.726","  45.000","    0","    0"
"13:09:50:595","15994414754034","   3.169","   7.216"," 4370"," 3800"," 4500"," 4770","  32.488"," 119.512","  33.198","  31.374"," 115.348","  32.041"," 83","0"," 66"," 83","   0.671","   2.681","   0.745","  45.000","    0","    0"
"13:09:50:700","15994657064062","   3.274","   8.502"," 4384"," 3700"," 4500"," 4776","  37.642"," 123.471","  34.298","  36.517"," 119.189","  33.108"," 82","0"," 65"," 94","   0.693","   2.754","   0.765","  45.000","    0","    0"
"13:09:50:805","15994898178930","   3.379","   9.145"," 4351"," 3700"," 4500"," 4781","  38.858"," 127.538","  35.427","  37.150"," 123.077","  34.188"," 94","0"," 65"," 93","   0.842","   2.842","   0.789","  45.000","    0","    0"
"13:09:50:905","15995129034636","   3.479","   9.888"," 4301"," 3700"," 4500"," 4787","  39.874"," 131.533","  36.537","  38.773"," 126.962","  35.267"," 86","0"," 65"," 95","   0.715","   2.914","   0.809","  45.000","    0","    0"
"13:09:51:009","15995368115694","   3.583","   7.530"," 4369"," 3700"," 4500"," 4752","  34.382"," 135.101","  37.528","  33.031"," 130.389","  36.219"," 83","0"," 66"," 89","   0.685","   2.985","   0.829","  45.000","    0","    0"
"13:09:51:114","15995610759142","   3.688","   8.454"," 4377"," 3600"," 4500"," 4782","  37.430"," 139.043","  38.623","  36.284"," 134.211","  37.281"," 89","0"," 65"," 97","   0.707","   3.059","   0.850","  45.000","    0","    0"
"13:09:51:214","15995841588462","   3.788","   8.327"," 4392"," 3900"," 4500"," 4776","  36.867"," 142.736","  39.649","  35.737"," 137.791","  38.275"," 83","0"," 66"," 89","   0.688","   3.128","   0.869","  45.000","    0","    0"
"13:09:51:314","15996072725576","   3.889","   7.611"," 4400"," 3800"," 4500"," 4755","  35.663"," 146.314","  40.643","  34.195"," 141.221","  39.228"," 83","0"," 67"," 85","   0.698","   3.198","   0.888","  45.000","    0","    0"
"13:09:51:417","15996308541254","   3.991","   8.072"," 4399"," 3600"," 4500"," 4773","  37.057"," 150.107","  41.696","  35.915"," 144.897","  40.249"," 84","0"," 66"," 98","   0.688","   3.269","   0.908","  45.000","    0","    0"
"13:09:51:517","15996539892900","   4.091","   7.593"," 4425"," 3900"," 4500"," 4775","  35.977"," 153.719","  42.700","  34.566"," 148.368","  41.213"," 83","0"," 67"," 94","   0.691","   3.338","   0.927","  45.000","    0","    0"
"13:09:51:617","15996770909620","   4.192","   7.126"," 4439"," 3900"," 4500"," 4761","  34.485"," 157.177","  43.660","  33.318"," 151.709","  42.141"," 82","0"," 67"," 85","   0.669","   3.405","   0.946","  45.000","    0","    0"
"13:09:51:718","15997001609632","   4.292","   8.021"," 4381"," 3700"," 4500"," 4773","  36.304"," 160.812","  44.670","  35.103"," 155.224","  43.118"," 83","0"," 66"," 91","   0.725","   3.478","   0.966","  45.000","    0","    0"
