"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"13:10:38:501","16104788367376","   0.101","   8.049"," 4241"," 3500"," 4400"," 4800","  26.789","   2.700","   0.750","  25.207","   2.540","   0.706"," 88","0"," 59"," 88","   0.799","   0.081","   0.022","  45.000","    0","    0"
"13:10:38:605","16105029239756","   0.205","   8.823"," 4300"," 3600"," 4400"," 4795","  30.387","   5.876","   1.632","  29.390","   5.613","   1.559"," 87","0"," 62"," 97","   0.752","   0.159","   0.044","  45.000","    0","    0"
"13:10:38:706","16105260670224","   0.306","   8.938"," 4374"," 3600"," 4500"," 4800","  31.965","   9.087","   2.524","  30.422","   8.669","   2.408"," 84","0"," 63"," 90","   0.830","   0.243","   0.067","  45.000","    0","    0"
"13:10:38:806","16105491915520","   0.406","   7.302"," 4455"," 3300"," 4600"," 4800","  29.918","  12.090","   3.358","  28.889","  11.568","   3.213"," 84","0"," 64"," 97","   0.674","   0.310","   0.086","  45.000","    0","    0"
"13:10:38:909","16105729855968","   0.509","  10.817"," 4279"," 3600"," 4600"," 4753","  37.226","  15.935","   4.426","  35.944","  15.280","   4.245"," 81","0"," 64"," 96","   0.842","   0.397","   0.110","  45.000","  300","  333"
"13:10:39:010","16105961093390","   0.610","   7.882"," 4120"," 3500"," 4400"," 4799","  25.589","  18.503","   5.140","  23.790","  17.668","   4.908","100","0"," 65","100","   0.936","   0.491","   0.136","  45.000","    0","    0"
"13:10:39:110","16106192241312","   0.710","   6.765"," 4102"," 3600"," 4600"," 4800","  22.683","  20.778","   5.772","  21.650","  19.840","   5.511","100","0"," 63","100","   0.771","   0.568","   0.158","  45.000","    0","    0"
"13:10:39:210","16106423256878","   0.810","   7.626"," 4453"," 3700"," 4600"," 4659","  32.622","  24.049","   6.680","  30.983","  22.947","   6.374"," 90","0"," 63","100","   0.781","   0.647","   0.180","  45.000","    0","    0"
"13:10:39:311","16106654460068","   0.911","   9.425"," 4346"," 3600"," 4600"," 4800","  34.627","  27.524","   7.646","  33.616","  26.320","   7.311"," 86","0"," 63"," 95","   0.681","   0.715","   0.199","  45.000","    0","    0"
"13:10:39:411","16106886996374","   1.012","  17.417"," 4307"," 3600"," 4600"," 4800","  54.445","  33.019","   9.172","  53.138","  31.683","   8.801"," 90","0"," 66"," 96","   0.870","   0.803","   0.223","  45.000","    0","    0"
"13:10:39:517","16107129218130","   1.117","  18.077"," 4271"," 3600"," 4500"," 4800","  54.749","  38.775","  10.771","  53.519","  37.309","  10.364"," 91","0"," 68"," 98","   0.990","   0.907","   0.252","  45.000","    0","    0"
"13:10:39:617","16107361414036","   1.218","  18.961"," 3997"," 3500"," 4500"," 4800","  47.062","  43.518","  12.088","  45.357","  41.880","  11.633","100","0"," 67","100","   1.260","   1.034","   0.287","  45.000","    0","    0"
"13:10:39:718","16107592426058","   1.318","  17.449"," 4121"," 3700"," 4300"," 4800","  46.216","  48.152","  13.375","  44.895","  46.382","  12.884","100","0"," 66","100","   0.968","   1.131","   0.314","  45.000","    0","    0"
"13:10:39:818","16107824128642","   1.418","  11.946"," 4319"," 3600"," 4600"," 4800","  41.373","  52.312","  14.531","  39.941","  50.399","  14.000","100","0"," 65","100","   0.948","   1.226","   0.341","  45.000","    0","    0"
